Frame,Fx,Fy,Fz,Cx,Cy,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z,1,5,4,6,2,3
743,8.18498,-4.365416,560.0181,0.829715328,0.269109033,0.789817444,0.128314423,0.913206787,0.784543152,0.414003998,0.959343872,0.96666217,0.32042453,0.787317017,0.89356189,0.261095062,1.45813855,0.890058228,0.115043182,0.818985046,0.757792358,0.241525528,0.475824341,0.893178223,0.248747498,0.068001671,0.915789612,0.269814819,0.021766001,0.743465271,0.286950897,0.026266983,0.695755981,0.244058945,0.019002684,0.77892157,0.201300598,0.015388643,0.895180847,0.337216248,0.021180622,0.859686523,0.472466309,0.835697937,0.447543121,0.384290558,0.785449036,0.690257141,0.396278442,0.393438385,0.72644519,0.378483612,0.352989197,0.576892944,0.348128174,0.282783478,0.537174194,0.389060181,0.258136383,0.615936401,0.424871948,0.282008606,0.702549622,0.3122742,0.351558136,2814662,4578961,2932421,4058721,4170534,1952640
744,7.918222,-4.492136,555.4333,0.830239267,0.268567484,0.790919617,0.128293457,0.913355103,0.786135498,0.41504953,0.959391846,0.966400574,0.321803284,0.787250244,0.893061157,0.260815979,1.458420288,0.891343323,0.115813614,0.819036072,0.758217407,0.241150986,0.476015991,0.89330603,0.248720123,0.068053398,0.915849976,0.269841187,0.021730307,0.743466797,0.286779541,0.026479961,0.695855652,0.243922363,0.019084721,0.779007446,0.201192764,0.015284875,0.895247498,0.337631073,0.021788448,0.859208679,0.473217865,0.837045166,0.44616275,0.383583252,0.793560059,0.687577454,0.396004089,0.400857208,0.723267273,0.379169312,0.360218506,0.571979309,0.347845123,0.293227936,0.53088562,0.388702332,0.270331543,0.610612976,0.424869629,0.292245605,0.70001062,0.312188293,0.358119202,2813220,4577654,2924556,4058235,4169536,1950719
745,7.855282,-4.73086,550.7,0.830657876,0.268278674,0.792024902,0.128408112,0.913458374,0.78550769,0.414152527,0.961301758,0.966224121,0.323258148,0.78737384,0.892668518,0.26040567,1.458756104,0.892517517,0.116529831,0.819160156,0.75874884,0.240860184,0.476206726,0.893450439,0.248686752,0.068065582,0.915869568,0.269872833,0.021681671,0.743466553,0.28660791,0.02661569,0.696008057,0.243782806,0.01907695,0.779071777,0.201149719,0.015218938,0.895013611,0.337508759,0.021804935,0.85875,0.473885529,0.838285522,0.444611664,0.382883057,0.801122559,0.68527832,0.395799774,0.407601563,0.720379944,0.379345215,0.366114807,0.567147949,0.347783173,0.303466125,0.525121826,0.388595154,0.282265533,0.60542334,0.425010345,0.302241455,0.697666626,0.312249908,0.363878387,2811020,4576249,2914447,4058017,4168732,1949340
746,7.452738,-5.140099,545.9773,0.831066773,0.267950912,0.792996887,0.128360611,0.913637085,0.785938171,0.414151337,0.962394592,0.966145264,0.324580719,0.787535461,0.89235199,0.26004895,1.458968018,0.893705933,0.11729435,0.81931311,0.759324097,0.24067276,0.476369659,0.893619141,0.248673248,0.068089378,0.915720276,0.269902802,0.021422274,0.743527588,0.286437927,0.026800465,0.696150269,0.243612335,0.019183142,0.779080261,0.201037735,0.015149557,0.895140503,0.337572784,0.02194566,0.858294556,0.474647034,0.839579651,0.443486725,0.382264954,0.807957092,0.683073425,0.395559174,0.413831543,0.717693909,0.379493073,0.371443207,0.562743408,0.347961212,0.313027832,0.519817078,0.388723145,0.293608551,0.600629333,0.425384857,0.311816589,0.695374939,0.312380615,0.369039246,2808869,4572859,2905152,4057265,4167905,1947468
747,6.845453,-6.05238,539.2061,0.831536957,0.267293438,0.79384668,0.128452408,0.913741455,0.786310242,0.414301605,0.96289209,0.96587262,0.325815796,0.787608398,0.89203833,0.259741943,1.459190796,0.894732483,0.117957954,0.819400024,0.759961487,0.240569412,0.476521545,0.893690979,0.248666641,0.068082802,0.915697449,0.269938995,0.021414078,0.743551392,0.286264496,0.02695816,0.696268982,0.243437592,0.019235388,0.779085449,0.200978119,0.01508802,0.895113708,0.337536438,0.021986469,0.857856018,0.475371765,0.840841736,0.442542389,0.381676575,0.814202271,0.681164185,0.395500244,0.419511566,0.715333008,0.379743713,0.376331848,0.559005188,0.348310486,0.321587738,0.515317871,0.389177307,0.303778656,0.596588623,0.425903076,0.320445221,0.693220642,0.312619843,0.373690338,2806693,4569663,2895487,4057119,4167953,1945646
748,6.134848,-6.945542,534.0851,0.832086103,0.267003199,0.794781372,0.128573425,0.913758911,0.786454529,0.414288483,0.963656677,0.965699951,0.327102936,0.787819824,0.891682922,0.259566406,1.459490967,0.895791016,0.11873658,0.81951355,0.760594543,0.240324295,0.476543304,0.893819885,0.248699203,0.068126015,0.915744629,0.269974976,0.021431189,0.743574463,0.286072784,0.027140265,0.696380737,0.243263992,0.019309959,0.77914447,0.200901627,0.014994696,0.894791138,0.337095276,0.021455843,0.857475647,0.476022461,0.841903931,0.441844391,0.381195313,0.819744934,0.679505554,0.395491913,0.424479736,0.713375122,0.379604767,0.380227325,0.555784119,0.348745117,0.328985229,0.511713379,0.389837311,0.312589142,0.59333551,0.426423492,0.327926697,0.691265503,0.312920502,0.377880219,2803931,4565595,2887351,4058212,4167953,1943651
749,5.460938,-7.354381,530.5331,0.831896756,0.266600993,0.795593262,0.128762314,0.913822571,0.786672241,0.414310822,0.964444946,0.965246826,0.328082489,0.787953491,0.891431702,0.259397522,1.459695068,0.896731384,0.119350227,0.819641418,0.761214844,0.240142242,0.476697327,0.893949768,0.248717865,0.068174919,0.915743225,0.270052185,0.02140337,0.74361969,0.285883209,0.027285536,0.696495728,0.24308902,0.019346994,0.779167969,0.200869125,0.014937031,0.894789429,0.337170593,0.021473459,0.857095093,0.476612762,0.842816895,0.441349121,0.380668213,0.824477295,0.678111267,0.39570755,0.428862091,0.711609985,0.379959656,0.384090881,0.553057007,0.349370514,0.335469299,0.508770477,0.39073349,0.320316589,0.590597656,0.427158966,0.334544312,0.689671265,0.313244751,0.381516602,2801120,4558041,2879929,4058212,4167540,1942149
750,5.064522,-8.113201,525.6796,0.832165256,0.266457332,0.796280518,0.128926056,0.91397113,0.78652063,0.413836121,0.966258362,0.965292725,0.329147369,0.788136658,0.891169373,0.25919397,1.459972168,0.897685547,0.119906334,0.819830139,0.761702087,0.240063004,0.47704892,0.894076355,0.248745697,0.068143631,0.91578717,0.270098602,0.021429621,0.743584351,0.28562973,0.027559278,0.696605774,0.242859909,0.019388474,0.779236206,0.2007603,0.014872954,0.894963257,0.337704346,0.022020014,0.856786682,0.477186401,0.843642456,0.440931335,0.380264435,0.828428101,0.677087158,0.395836212,0.43250119,0.710203064,0.380388092,0.387456909,0.551120483,0.350123138,0.34096225,0.506410431,0.391552551,0.32694931,0.588545044,0.427884064,0.340417328,0.688489624,0.313691101,0.384369049,2797918,4547750,2873716,4058527,4168051,1942149
751,4.672217,-9.154745,520.634,0.832807333,0.265986976,0.797102905,0.129149902,0.913924561,0.786420532,0.413874725,0.966906677,0.96531488,0.330073975,0.788386597,0.89094104,0.259006897,1.46013916,0.898643738,0.120557861,0.819987183,0.762453186,0.239910721,0.477222107,0.894264282,0.248742432,0.06820845,0.915770325,0.270083679,0.021406157,0.743629639,0.285406891,0.027811384,0.696710144,0.242640137,0.019471077,0.779242432,0.20068512,0.014854069,0.894883728,0.337617981,0.022141628,0.856521057,0.477692841,0.84431604,0.440631134,0.380001495,0.831451721,0.67647699,0.395982391,0.435366608,0.709329834,0.380890503,0.390056519,0.549459351,0.350920685,0.345669342,0.504472565,0.39262146,0.332936798,0.586967651,0.428743256,0.345463531,0.687596313,0.314121429,0.386510162,2797918,4536079,2867873,4057629,4168343,1940647
752,4.705942,-9.79559,516.1928,0.833275056,0.265671204,0.797701965,0.12938208,0.914009827,0.786222107,0.413959961,0.967360046,0.965249329,0.330759369,0.78874585,0.890765625,0.258831604,1.460334839,0.899407532,0.121086327,0.820183838,0.763212341,0.239686127,0.477398621,0.894365662,0.248723251,0.06822747,0.915819214,0.270108521,0.021406332,0.743694214,0.285203613,0.027955631,0.696882263,0.242406723,0.019554949,0.779252502,0.200576813,0.014780766,0.894726807,0.337592316,0.02211561,0.85632373,0.478192017,0.844861816,0.440363373,0.379801819,0.833426575,0.676262878,0.396257813,0.437378845,0.708792542,0.381470581,0.391736938,0.548510498,0.351801941,0.349142487,0.503256622,0.393588684,0.33754245,0.585843994,0.42954248,0.34932959,0.687166809,0.314714417,0.387840546,2795010,4523947,2867873,4056755,4167953,1939218
753,5.091224,-9.809713,514.4622,0.83359216,0.265792507,0.798271729,0.129573395,0.914093567,0.786109192,0.414207001,0.967674316,0.965297729,0.331476593,0.78892981,0.890602844,0.258685516,1.460534058,0.900061462,0.121588211,0.820414429,0.764038147,0.239547287,0.477498444,0.894487305,0.248667557,0.068169434,0.915833557,0.270074951,0.021352833,0.743755676,0.285032806,0.028142204,0.697021973,0.242190201,0.019591509,0.77933374,0.200491959,0.014751312,0.89478772,0.33764389,0.022185249,0.856074463,0.478593933,0.845219849,0.440209045,0.379677094,0.834427734,0.676342224,0.39674472,0.438538544,0.708740479,0.382160126,0.392765442,0.548023193,0.35265213,0.351583221,0.502663208,0.39461203,0.340754822,0.58539032,0.43038739,0.352035309,0.687126038,0.315387085,0.388533112,2791807,4523947,2863015,4061876,4167296,1938110
754,5.19372,-8.846812,512.2769,0.833976434,0.265340259,0.798740845,0.129848892,0.914192444,0.785681396,0.414250732,0.967996277,0.965395325,0.332186432,0.789137512,0.890522217,0.258496094,1.460713257,0.900770813,0.122184326,0.820625793,0.764824524,0.239493408,0.477637085,0.894632202,0.248644272,0.068181808,0.915889587,0.270093567,0.021309595,0.743853577,0.28484024,0.028269012,0.697136963,0.241970306,0.01967568,0.779363953,0.200412567,0.014746929,0.888691162,0.336562469,0.027965597,0.855806519,0.479032532,0.845538147,0.440128906,0.379565094,0.83435437,0.676850769,0.397341949,0.438980804,0.709204895,0.382945923,0.392941406,0.548166931,0.353609497,0.352559601,0.502678802,0.395649841,0.342417786,0.585547058,0.431488434,0.353437103,0.687675598,0.316202911,0.388352814,2788532,4512204,2858429,4073452,4165738,1936731
755,5.195275,-8.573848,511.3542,0.834345819,0.265410246,0.799124695,0.130103012,0.914217529,0.785338745,0.414454865,0.96817981,0.965507141,0.332770599,0.789432495,0.890442322,0.258358643,1.460818237,0.901299988,0.122725494,0.820807373,0.765576843,0.239356567,0.477684692,0.894844543,0.248631516,0.06815799,0.915979187,0.270114471,0.021212517,0.743900269,0.284699768,0.028452087,0.697268616,0.241778671,0.019742702,0.779391907,0.200305557,0.014690421,0.888588379,0.336483826,0.027985294,0.855508972,0.479413513,0.845768188,0.440112579,0.379481262,0.833187134,0.6778479,0.39789856,0.438160889,0.710158447,0.383650574,0.392085663,0.548908936,0.354559875,0.352384766,0.503422668,0.396788635,0.342736053,0.586303528,0.432431824,0.353464996,0.688614868,0.316995483,0.387410217,2784939,4500726,2854312,4091120,4165349,1934859
756,5.029685,-8.380899,510.2948,0.834674554,0.265211788,0.79944458,0.13038884,0.914221069,0.78486322,0.414512207,0.968233459,0.965552734,0.333343231,0.78976593,0.890415894,0.258245453,1.460999023,0.901735718,0.123160957,0.821041016,0.76638385,0.239347778,0.477730438,0.895017944,0.248610123,0.068186501,0.915981934,0.270127625,0.021174475,0.743992188,0.284570618,0.028558605,0.697359131,0.241583664,0.01979911,0.779452148,0.200311295,0.014586258,0.894829529,0.337501038,0.022783691,0.855201355,0.479830322,0.845959229,0.440216125,0.37941214,0.830917603,0.67909021,0.398616669,0.436657379,0.711415955,0.384716064,0.390649078,0.550131775,0.355586487,0.351181152,0.504562866,0.397784912,0.34190918,0.587498474,0.43343689,0.352456207,0.690032104,0.317966919,0.385447296,2781101,4490193,2849899,4092843,4164156,1933603
757,5.146571,-7.702551,510.1325,0.834728707,0.264950476,0.799750793,0.13072821,0.91411145,0.784401245,0.414702026,0.968168823,0.96571521,0.333845093,0.790117859,0.890521729,0.258146698,1.461123779,0.902101257,0.123609634,0.821254089,0.766958435,0.239221893,0.477793976,0.89509552,0.248613922,0.06812558,0.916055603,0.270129578,0.021131308,0.744037598,0.284384613,0.028747469,0.697492004,0.241416245,0.019838659,0.779485657,0.200192383,0.014532968,0.888615662,0.336444214,0.02807049,0.854965942,0.48014978,0.846067871,0.440366638,0.379370361,0.82754187,0.681097168,0.399476013,0.434106293,0.71334668,0.385632141,0.388050201,0.551800903,0.356662201,0.349037598,0.50629245,0.398994629,0.339975342,0.589209534,0.434545746,0.350473694,0.691882568,0.318909332,0.382649567,2777337,4479563,2845880,4083548,4163329,1931978
758,5.118399,-7.383142,510.6221,0.835052035,0.264626622,0.79979248,0.131037552,0.914096069,0.783844116,0.414877045,0.968016541,0.965963379,0.334276611,0.790577026,0.890586853,0.258135834,1.461243652,0.902376099,0.124043449,0.821485229,0.767561401,0.239042465,0.47776181,0.895335205,0.248555984,0.068114456,0.91607428,0.270118744,0.021073046,0.744081177,0.284167145,0.02899609,0.697538452,0.241236176,0.019865335,0.779549438,0.200134232,0.014463158,0.888629822,0.336436127,0.028100208,0.854712524,0.480423584,0.846046326,0.44062793,0.379325867,0.823026672,0.683173035,0.400305847,0.430833099,0.715626221,0.386759491,0.384776215,0.554141418,0.3579104,0.34568222,0.508538666,0.400187103,0.337075409,0.591601257,0.435695313,0.347457703,0.694206848,0.319987854,0.378988892,2774184,4468473,2842058,4088062,4163329,1930648
759,5.060199,-6.839666,515.6701,0.83528537,0.264751861,0.799887024,0.131339081,0.914052979,0.783264893,0.41513208,0.967681458,0.966155823,0.334696167,0.79089917,0.890690125,0.258210571,1.461193726,0.902636414,0.12442086,0.821657532,0.768452393,0.239140762,0.477685913,0.895448181,0.248504211,0.068029152,0.916101257,0.270081696,0.021025087,0.744120361,0.283983795,0.029114588,0.697606934,0.241087982,0.020014425,0.77958551,0.200033951,0.01445301,0.88876947,0.336593048,0.028220993,0.854520508,0.480645355,0.845911743,0.441071899,0.379257416,0.817537842,0.685884766,0.401368683,0.426670654,0.718430969,0.387702911,0.380361572,0.556842407,0.359289642,0.341539368,0.5111987,0.40161734,0.333301727,0.59438324,0.437004547,0.343526459,0.696952332,0.321117249,0.374405518,2770518,4458957,2838557,4098061,4161211,1929219
760,5.52674,-6.371479,521.1116,0.835802288,0.264761169,0.799826904,0.131621918,0.9139823,0.782778748,0.415518646,0.96725415,0.966476135,0.335016876,0.791179932,0.890804871,0.258164398,1.461431641,0.902746826,0.124739868,0.821791626,0.768532166,0.238866486,0.47780072,0.89569104,0.248451019,0.068057945,0.916319824,0.269942627,0.021187563,0.744184021,0.283791412,0.029273121,0.697677124,0.24091571,0.020034519,0.779579468,0.199930542,0.014395779,0.888716309,0.336485687,0.02819385,0.854325073,0.480839539,0.845629822,0.441696686,0.379328156,0.811091309,0.688958923,0.402299438,0.421631439,0.721436707,0.389498108,0.376040558,0.559871094,0.360764587,0.336519318,0.514230835,0.4030242,0.328447815,0.597449707,0.438446259,0.33890863,0.70011322,0.322433289,0.368988464,2767291,4450216,2834193,4098061,4157512,1928112
761,5.937019,-5.581748,524.2932,0.836556934,0.264677757,0.799726318,0.13195401,0.913937134,0.782012146,0.415740204,0.966729309,0.966793884,0.335127869,0.791463684,0.890972229,0.258222015,1.461550415,0.902792969,0.125040291,0.821957581,0.768896179,0.238905045,0.477755585,0.895806396,0.248334351,0.067953239,0.916376404,0.26985907,0.021201578,0.744238708,0.283634583,0.029449102,0.697808777,0.24077977,0.020099133,0.779617676,0.199832535,0.014462204,0.88874176,0.336477661,0.028259758,0.854183228,0.480993011,0.845198669,0.442550812,0.379336639,0.803843994,0.692539612,0.403404968,0.415680389,0.724995239,0.39052594,0.370174164,0.563488586,0.362341736,0.330313232,0.517769043,0.404923676,0.322898193,0.601243042,0.440043823,0.333266876,0.703559814,0.323647308,0.362926971,2763869,4441959,2829607,4100439,4154834,1928112
762,6.518057,-4.572398,527.6762,0.837112987,0.265095603,0.799589172,0.132308701,0.913898621,0.781263,0.416218414,0.965635803,0.967258606,0.33524588,0.791967224,0.891120728,0.258297607,1.461583496,0.902723694,0.125383034,0.822130859,0.769143799,0.238858185,0.477769287,0.895970886,0.248247299,0.06792173,0.916486877,0.26981076,0.021162766,0.744332336,0.283404327,0.029601227,0.697907715,0.240697891,0.020167782,0.779643677,0.199712769,0.014413722,0.888842102,0.336482361,0.0284454,0.854060181,0.481179382,0.844587097,0.443786987,0.37938559,0.795600891,0.69630072,0.404523834,0.409161133,0.728946655,0.391833252,0.363767181,0.567596436,0.36422229,0.323540466,0.521844971,0.406888214,0.316294464,0.605313477,0.441683167,0.326837463,0.707429871,0.325021301,0.356053711,2763869,4432927,2824159,4103570,4152570,1926757
763,6.83361,-3.429071,532.2685,0.837909572,0.265076131,0.799234985,0.132649414,0.913897339,0.780878662,0.417046875,0.964396057,0.96750116,0.335250946,0.792162354,0.891267151,0.258441345,1.46160022,0.90257782,0.12567012,0.822326843,0.769348145,0.238801102,0.477671722,0.896160828,0.248111496,0.067931221,0.916539856,0.269772583,0.0210881,0.744405273,0.283248169,0.029730022,0.698008545,0.240618652,0.020256765,0.779701538,0.19968187,0.014417644,0.894451355,0.335991058,0.022567711,0.853977539,0.481299438,0.84379248,0.445181793,0.379438019,0.786749817,0.700563782,0.405853302,0.402052521,0.733316223,0.393311066,0.356612762,0.571885742,0.366054565,0.315906616,0.52623584,0.409068115,0.308897064,0.609858948,0.443487518,0.319585938,0.711582764,0.326486115,0.348593323,2760252,4422951,2824159,4111239,4151037,1925772
764,6.668995,-1.741897,538.1793,0.838841804,0.265875602,0.798940002,0.133137924,0.913799011,0.77948822,0.416692017,0.964223572,0.967752136,0.33514209,0.792374695,0.891409424,0.258606293,1.461584351,0.902346436,0.125943138,0.822528442,0.769507385,0.238708984,0.477572784,0.896292358,0.24800589,0.067852745,0.916623474,0.269713348,0.020981586,0.744480225,0.283134247,0.02982831,0.698102844,0.240457123,0.020258255,0.779689148,0.199649796,0.014356143,0.89444165,0.335959106,0.02246904,0.853995117,0.481456757,0.842937622,0.44687204,0.379510956,0.777297668,0.704919434,0.407130096,0.39425589,0.737857788,0.394917694,0.349058594,0.576549927,0.367977539,0.307519958,0.531097778,0.411215546,0.300769592,0.61467334,0.445433472,0.311806793,0.716112915,0.328054047,0.340531311,2756903,4422951,2820435,4116772,4149552,1924639
765,7.101235,-0.6526225,541.9004,0.839616267,0.266281145,0.798474182,0.133584015,0.913752014,0.778575928,0.417013123,0.963382935,0.968176392,0.335035095,0.792598694,0.891531982,0.258872162,1.461483276,0.902087891,0.126164391,0.822661621,0.769723267,0.238675781,0.477399475,0.896489319,0.247864548,0.067821411,0.916734741,0.269644043,0.020890415,0.744582825,0.283026276,0.029963415,0.698175049,0.240375443,0.020253342,0.779727051,0.199635361,0.014370851,0.894520996,0.335824799,0.022500484,0.85406134,0.481519653,0.841874512,0.448870239,0.379531494,0.76728418,0.709789673,0.408541229,0.385925049,0.742685791,0.396466675,0.340856323,0.581364075,0.369875183,0.298811157,0.536248413,0.413362518,0.291971558,0.619886536,0.447420044,0.303453308,0.720977295,0.329738983,0.331965851,2753701,4413774,2817230,4119466,4148164,1923531
766,7.747145,0.02158,547.3225,0.840745389,0.266764954,0.797926147,0.134094742,0.913745178,0.77793573,0.418266571,0.961732971,0.968426575,0.334772186,0.792817139,0.891681213,0.259082031,1.461345459,0.901656372,0.126337852,0.822768677,0.769575195,0.238596085,0.477384155,0.896560852,0.247745392,0.067763222,0.916789246,0.269543335,0.020847609,0.744664978,0.28294397,0.030082901,0.698289856,0.240321106,0.02037266,0.779765747,0.19955069,0.014322647,0.894637146,0.335706635,0.02259288,0.854181152,0.4815961,0.840726807,0.451228699,0.379601379,0.756881104,0.714899963,0.410146301,0.377232727,0.748163025,0.397655548,0.331549652,0.586764221,0.371634186,0.289389587,0.541702026,0.415578583,0.282686462,0.625353271,0.449363251,0.294525879,0.726139709,0.331521759,0.322904663,2750865,4406558,2813384,4121747,4146290,1922546
767,8.154348,0.92122177,553.4277,0.841667305,0.266691369,0.797386963,0.134597366,0.913669617,0.776861206,0.418709137,0.960878174,0.968755249,0.334463989,0.793000549,0.891742798,0.259496521,1.461275146,0.901129395,0.126414093,0.822916016,0.769567444,0.23862529,0.47732608,0.89673938,0.24764502,0.067751976,0.916823608,0.269448151,0.020815687,0.744713501,0.282839294,0.03016551,0.698390686,0.240283829,0.020439508,0.779807983,0.199521805,0.014282974,0.894711792,0.335659485,0.022635509,0.854418579,0.481604187,0.839528625,0.453963135,0.379809326,0.746042603,0.720310791,0.411868835,0.368091522,0.753999756,0.399603455,0.3225065,0.592281738,0.373980438,0.279951904,0.547488708,0.417812225,0.272957764,0.631045959,0.451497894,0.28531897,0.731539124,0.333284882,0.313581512,2748372,4399923,2810302,4122330,4144757,1921314
768,8.182824,2.182512,556.6504,0.842425014,0.266723016,0.796600281,0.135025726,0.913695374,0.775749023,0.419156006,0.95978302,0.969106018,0.334045227,0.793160522,0.891880554,0.259798553,1.461169067,0.900450623,0.126503052,0.82309137,0.769560913,0.238731079,0.477209717,0.896808838,0.247515869,0.067745689,0.916936646,0.269334717,0.020798582,0.744797729,0.28278653,0.03022747,0.698449829,0.240245712,0.020471224,0.779872925,0.199507385,0.014266673,0.895064331,0.336239471,0.02251071,0.854607178,0.481564209,0.838226379,0.457000824,0.379976685,0.735032898,0.725812378,0.413494965,0.358544189,0.759692871,0.401366791,0.312943573,0.598022339,0.376459351,0.270181458,0.553462402,0.419967224,0.262763824,0.637005859,0.453474152,0.275555756,0.737400818,0.335279999,0.303760345,2745659,4394476,2807343,4122621,4142883,1920649
769,9.593634,3.635781,559.5868,0.842661664,0.266887009,0.795838684,0.135524384,0.913653259,0.774604919,0.419606964,0.958565186,0.969502319,0.333675446,0.793359802,0.891972229,0.26025882,1.461067627,0.899753235,0.126556534,0.823248535,0.769486511,0.238922043,0.477110992,0.896873657,0.24739505,0.067721664,0.917009216,0.269209442,0.020778978,0.744846741,0.282743988,0.030308395,0.698536743,0.240263397,0.020461327,0.779878906,0.199487167,0.014296075,0.889059509,0.337188904,0.029964205,0.854890442,0.481532928,0.836877258,0.460507172,0.379651245,0.723536377,0.731815613,0.415295959,0.348473969,0.765569702,0.403356934,0.303162781,0.604023865,0.378467163,0.259775635,0.559438416,0.422081543,0.252325439,0.643033142,0.455616943,0.265522339,0.743366394,0.337309875,0.293690094,2743410,4388858,2804606,4124004,4142883,1920157
770,9.526545,5.077884,564.3231,0.843556753,0.26716596,0.795031799,0.136003952,0.913595581,0.773407898,0.420077332,0.957141602,0.969820557,0.333168915,0.793543396,0.892058289,0.260782379,1.460968872,0.898958801,0.126624779,0.823393311,0.769434814,0.239100845,0.476967773,0.896935303,0.247279495,0.067717659,0.917111084,0.269124023,0.02072901,0.744947693,0.28272641,0.030317059,0.698545166,0.240222153,0.020573862,0.779935242,0.199542465,0.014142534,0.88914093,0.336910431,0.03051318,0.855145569,0.481371307,0.835437439,0.464394653,0.379734436,0.711824036,0.737592041,0.41722345,0.33822821,0.771461731,0.405543488,0.292913849,0.609961548,0.380347198,0.249348175,0.565524841,0.424109222,0.241787766,0.648976746,0.457584656,0.255097122,0.749447388,0.339431915,0.283216614,2740819,4384862,2801747,4126819,4141861,1919566
771,9.415273,6.645086,567.286,0.844549163,0.267742214,0.794093201,0.136539612,0.913503784,0.772217163,0.420632019,0.955800659,0.970094604,0.332593231,0.793779358,0.892134583,0.261298035,1.4608396,0.898020386,0.126670059,0.823494812,0.769337891,0.239391586,0.476847931,0.897005615,0.247175858,0.067693558,0.91718219,0.269033386,0.020637642,0.745017395,0.28271991,0.030387106,0.698575623,0.24022905,0.020556665,0.779788269,0.19941066,0.014251103,0.889250061,0.336789276,0.030333704,0.855394165,0.481271271,0.834008057,0.468626678,0.379720703,0.699881775,0.743466431,0.419325745,0.327562012,0.777459229,0.407908203,0.282022156,0.616004333,0.382354492,0.238772018,0.571257141,0.42592334,0.231296005,0.65467157,0.459613342,0.244639526,0.755617493,0.341714874,0.272285583,2738546,4380770,2799527,4126819,4141910,1918926
772,9.545484,7.707759,568.5684,0.845282675,0.268117735,0.793026306,0.136946106,0.913532043,0.770947021,0.421297211,0.954305298,0.970321655,0.332027008,0.794046936,0.892104797,0.261932556,1.460697021,0.897039856,0.126652313,0.823623352,0.769246887,0.239651947,0.476726074,0.897065369,0.247084869,0.06763369,0.917341553,0.268917389,0.020611189,0.745100708,0.282766327,0.030427773,0.698647278,0.240252472,0.020593161,0.779823181,0.199416168,0.014266947,0.889252197,0.336278717,0.030035933,0.85566626,0.481110657,0.832611572,0.473244629,0.379677399,0.687714539,0.749467041,0.421548737,0.316376221,0.783292297,0.410284515,0.270848511,0.62166333,0.38409198,0.228072479,0.576761719,0.4275065,0.220835846,0.659983582,0.461480408,0.233893768,0.761786133,0.34413913,0.260959412,2736346,4376363,2797309,4129003,4142080,1918926
773,9.525471,9.735682,567.6136,0.845949622,0.268305029,0.791925659,0.137463943,0.913509338,0.769699463,0.422021881,0.952626465,0.970469971,0.331372314,0.794357544,0.892158142,0.262508636,1.460536255,0.895886536,0.12662925,0.823801392,0.76907312,0.23995723,0.47661319,0.897160522,0.247017929,0.067638748,0.917443115,0.26880835,0.020528149,0.745054016,0.282868622,0.030248911,0.69869165,0.240296555,0.020658937,0.779828857,0.199445114,0.014264142,0.894866516,0.335297699,0.022092175,0.855976074,0.481028595,0.831138062,0.478287506,0.379395996,0.675466553,0.75519104,0.423784515,0.30498172,0.788940674,0.412982635,0.259275177,0.627350647,0.385945709,0.21710083,0.582121338,0.429087494,0.210260376,0.665313354,0.463478851,0.222854614,0.767827148,0.34656546,0.249174149,2733779,4372416,2794769,4131843,4141982,1917965
774,9.526966,11.24513,565.976,0.846491731,0.268500539,0.790649414,0.137991959,0.91356842,0.768425171,0.422760223,0.950962952,0.970480347,0.330738525,0.794717163,0.892084106,0.26331192,1.460297119,0.894729797,0.126522751,0.823940308,0.768874084,0.240237732,0.476580994,0.897268616,0.246916122,0.06758886,0.917487488,0.268701294,0.020458883,0.745276123,0.282930695,0.030358706,0.69878186,0.240336868,0.020636091,0.779821777,0.199462708,0.014222092,0.889642334,0.336014008,0.030146202,0.856248169,0.480920776,0.829769104,0.483746155,0.379138672,0.663209351,0.760886353,0.425908295,0.292991669,0.794467712,0.415280853,0.246995682,0.632682129,0.387720215,0.206032013,0.587293457,0.43070401,0.199538742,0.670411072,0.465440796,0.211615677,0.773657837,0.349002319,0.237067596,2733779,4368639,2794769,4133930,4141350,1917472
