Frame,Fx,Fy,Fz,Cx,Cy,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z,1,5,4,6,2,3
1300,-4.63655386,-16.492146,574.8532,0.802011313,0.371708189,0.730861328,0.21068454,0.912983765,0.711471069,0.501899841,0.911024414,0.949366333,0.368728943,0.827865601,0.862321716,0.352371979,1.453964844,0.835834167,0.179911041,0.830145264,0.744987183,0.295112823,0.47085733,0.889796265,0.257275757,0.071777649,0.914975586,0.273027863,0.024864613,0.742459778,0.290404999,0.023178568,0.693420959,0.24523735,0.018661219,0.77860199,0.205151459,0.017749571,0.89743219,0.340119995,0.018508926,0.8524245,0.535416931,0.824761719,0.733362549,0.435126373,0.472641632,0.855545349,0.463520935,0.072200005,0.872541382,0.451312836,0.020096378,0.704131104,0.412859955,0.025487453,0.652560791,0.454369476,0.019215199,0.73882959,0.501194763,0.018374557,0.856231445,0.383404419,0.020600965,2608924,4410771,2694840,4339681,4106421,1867381
1301,-3.9443906,-12.801936,569.4019,0.806883695,0.373057781,0.730821533,0.210596664,0.912917725,0.711484497,0.501821228,0.911033508,0.949417114,0.368652222,0.827774902,0.862272156,0.35222821,1.453982056,0.835786072,0.179844879,0.830108093,0.744869446,0.295106781,0.470775818,0.890775757,0.257260956,0.071913239,0.916209717,0.272990082,0.024767168,0.743456116,0.290292664,0.023163742,0.694560547,0.245197357,0.018790752,0.779698914,0.205309219,0.017694324,0.89988678,0.339987823,0.018887699,0.852408142,0.535309387,0.82479248,0.733204773,0.435064209,0.47263324,0.856577942,0.463424896,0.072199043,0.873654724,0.451288879,0.019980064,0.705382019,0.412882385,0.025455256,0.653847778,0.454294891,0.019224127,0.739635742,0.501283417,0.018609524,0.857350098,0.383398438,0.020555948,2609046,4410529,2694889,4338807,4106251,1867356
1302,-2.7513247,1.4478989,571.9336,0.808670302,0.372987386,0.730781921,0.210483398,0.912803955,0.711488098,0.501735199,0.911011169,0.949405212,0.368586334,0.82777063,0.862219604,0.352065063,1.453887451,0.835742554,0.179790939,0.829934631,0.744938232,0.29518042,0.470488525,0.891986816,0.257321747,0.071868179,0.917266846,0.272892578,0.024817076,0.744626099,0.290267303,0.023169107,0.695674866,0.245180115,0.018754908,0.780841797,0.205155884,0.017829094,0.898957947,0.340132721,0.018001024,0.852424133,0.535256958,0.82476593,0.733138367,0.434880707,0.472516022,0.857715759,0.46342865,0.072226906,0.87491687,0.451541229,0.020016636,0.706601746,0.41290744,0.025460287,0.654556763,0.454516632,0.019610836,0.740857178,0.501317627,0.01858774,0.858849609,0.38358728,0.020634335,2609853,4410675,2694692,4339413,4105594,1867602
1303,-4.898511,1.0389884,577.3006,0.812504344,0.372188561,0.730779663,0.210413467,0.912577637,0.711422363,0.501635681,0.910956543,0.949315613,0.368489044,0.827712097,0.862293091,0.351803864,1.453769653,0.835739441,0.179751511,0.829731445,0.745180847,0.295333008,0.470092102,0.893136108,0.257340454,0.071838669,0.918400757,0.27293988,0.024752825,0.745243225,0.290098145,0.023431204,0.696884277,0.2451689,0.018635649,0.781910156,0.205184128,0.017790291,0.898801025,0.339273209,0.01698052,0.852378479,0.535215271,0.824693481,0.733258606,0.434600922,0.472345306,0.85875,0.463509247,0.072299561,0.875934387,0.45148349,0.020057526,0.707543213,0.412844482,0.025354549,0.655882446,0.454376343,0.019306866,0.741999756,0.501290985,0.018538612,0.859877014,0.383586731,0.020667271,2609853,4410554,2694914,4339098,4104766,1867307
1304,-4.800961,2.2454645,580.0871,0.812338317,0.372124266,0.730709167,0.210311523,0.912372009,0.711342285,0.501522125,0.910909668,0.949273438,0.368429169,0.827546509,0.862227478,0.351696777,1.453622803,0.835750244,0.179681946,0.829532959,0.74552948,0.295360382,0.469910492,0.894016479,0.257379547,0.071878876,0.919443359,0.272959564,0.024802921,0.746560059,0.29032135,0.023283878,0.697850647,0.24517421,0.018725809,0.783003906,0.20521048,0.017678629,0.898644104,0.338413696,0.015960015,0.852297241,0.535149597,0.824632996,0.73357312,0.434343994,0.472218842,0.859692993,0.463291443,0.072235558,0.876981445,0.451369171,0.020087444,0.708499329,0.412700867,0.025326054,0.656932312,0.454366089,0.019308655,0.743005981,0.501303864,0.018650307,0.860844666,0.383446442,0.020622324,2610073,4409924,2694914,4339195,4104693,1867283
1305,-4.161281,0.9137501,582.1949,0.812412697,0.372342634,0.730651917,0.210136353,0.912177429,0.711211914,0.501398621,0.910757324,0.949246033,0.368365265,0.827391907,0.8621875,0.351516174,1.453519531,0.835747864,0.179589294,0.829399536,0.745938354,0.295347473,0.469807953,0.89495636,0.257410217,0.07192379,0.920379272,0.273023163,0.024837831,0.747640259,0.290280426,0.023170414,0.69876062,0.245191223,0.018758608,0.78416272,0.20524234,0.017621239,0.900659179,0.339390473,0.016864337,0.852158325,0.535083801,0.824577515,0.733945801,0.434259888,0.472065765,0.860649414,0.463164795,0.072222298,0.877954712,0.451162659,0.019997599,0.70969281,0.412814484,0.025223116,0.65788501,0.454355225,0.019300035,0.743597717,0.501494049,0.019166042,0.861848877,0.383392853,0.020601671,2610317,4410166,2694421,4339874,4105156,1867406
1306,-5.15511,-1.22522798,583.1749,0.81144644,0.371851795,0.730581299,0.210016129,0.911980347,0.711122314,0.501265594,0.910678345,0.949175293,0.368349915,0.827323975,0.862161194,0.351349518,1.453490479,0.835733032,0.17954451,0.829329041,0.746367004,0.295182007,0.469722839,0.895922791,0.257431519,0.071927582,0.921427063,0.273055389,0.024982122,0.748648071,0.290346252,0.023157242,0.699901611,0.245139069,0.018700481,0.785025391,0.205250168,0.017734703,0.902674255,0.340367249,0.017768658,0.852058228,0.535045959,0.82454071,0.734371277,0.434230927,0.471964508,0.861692383,0.463235687,0.072354393,0.879049683,0.451112305,0.020055346,0.710578308,0.41266745,0.025211487,0.658928223,0.454357025,0.019322594,0.744954712,0.501289307,0.018789722,0.862865479,0.383281067,0.020415451,2610684,4410166,2694939,4339171,4105083,1867258
1307,-4.246555,-1.7190309,582.8777,0.811199524,0.372091313,0.73046936,0.20988237,0.911859924,0.710948975,0.501112946,0.910543823,0.949113525,0.368361755,0.827287537,0.861951843,0.351096954,1.453071411,0.83572644,0.179452972,0.829263733,0.746870056,0.295087097,0.469571198,0.897116455,0.257502533,0.07191655,0.922576599,0.273073486,0.024999151,0.749825134,0.290232727,0.023106457,0.700941467,0.245175858,0.018779453,0.786163818,0.205189255,0.017775137,0.904310852,0.340322601,0.017994347,0.851950134,0.534996338,0.824582581,0.73487439,0.434171875,0.471856995,0.862740601,0.463282745,0.072499283,0.880111267,0.451069153,0.02023019,0.711663452,0.412592468,0.025129269,0.660168152,0.454318542,0.019209476,0.746096924,0.501340576,0.018924898,0.863930969,0.383241638,0.020386225,2610929,4410869,2695506,4339001,4105083,1867258
1308,-4.747003,-2.5268524,583.8143,0.810440695,0.372064329,0.730324768,0.209747253,0.911664734,0.710788391,0.500987457,0.910474426,0.949122925,0.368381653,0.827330505,0.862081665,0.350866333,1.453219604,0.835778564,0.179377151,0.829214417,0.747457825,0.295042694,0.469335114,0.898261719,0.257491394,0.071897476,0.923918701,0.27309552,0.024993565,0.750953979,0.290137573,0.023203655,0.702249329,0.245103226,0.018716991,0.787467957,0.205245148,0.017737505,0.904907166,0.340250488,0.017782986,0.851891357,0.534944946,0.824598938,0.735375061,0.434034119,0.471754761,0.863924622,0.463179779,0.07248687,0.881386841,0.451135803,0.020268183,0.713035889,0.412682007,0.025126415,0.661227295,0.454271454,0.019276421,0.747286865,0.50128006,0.018868664,0.865099976,0.383218903,0.020531981,2610708,4410699,2694569,4339001,4105156,1867233
1309,-4.307056,-4.477706,582.993,0.811293548,0.371758055,0.730260132,0.209647293,0.91139856,0.710599915,0.500851318,0.910316101,0.949094543,0.368389923,0.827442688,0.862159424,0.350424622,1.453016235,0.835781067,0.179283539,0.82915509,0.748069275,0.295011444,0.469089844,0.899554993,0.257494049,0.071966621,0.92527655,0.273063263,0.025075708,0.752412231,0.290296509,0.023143778,0.703634277,0.245098236,0.018708822,0.788911377,0.205133362,0.017752491,0.906514506,0.340316284,0.017816642,0.851849731,0.53496405,0.82458844,0.735900391,0.433870361,0.471636719,0.865201416,0.463090149,0.072541145,0.882674133,0.451156677,0.020316406,0.714386353,0.412719238,0.025071241,0.66262439,0.454236572,0.019290657,0.748708862,0.501258148,0.018859514,0.866579163,0.383242828,0.020559662,2610708,4411231,2695259,4338783,4105131,1867307
1310,-4.072993,-1.847641,583.6989,0.811178381,0.3716226,0.730090942,0.209499435,0.911211426,0.710395386,0.50074649,0.910124695,0.949091431,0.368367859,0.827586609,0.86203363,0.35036557,1.452959351,0.835800964,0.179256149,0.829051575,0.748763367,0.294923462,0.468814728,0.901187805,0.257463898,0.071953506,0.926766907,0.273062714,0.025077383,0.753882141,0.29031192,0.023152632,0.705090942,0.245088287,0.018758095,0.790489014,0.205087433,0.01758733,0.908121847,0.34038208,0.017850297,0.851806641,0.53496405,0.824677002,0.736532654,0.433803711,0.471489502,0.866680786,0.463082245,0.072548454,0.884179626,0.45113089,0.020240894,0.715931885,0.412668213,0.025033234,0.66420874,0.454247009,0.019245594,0.750153748,0.501282166,0.018915154,0.868074524,0.383258972,0.020499249,2610660,4412079,2695185,4338540,4104474,1867307
1311,-4.037376,-1.14432141,589.2782,0.810084936,0.371696144,0.730048401,0.209425873,0.910925354,0.71019342,0.500630371,0.909922852,0.949138611,0.368332397,0.827818359,0.861965515,0.350091858,1.45276416,0.835848999,0.17919339,0.828942566,0.749428406,0.294844238,0.468545258,0.902543945,0.257475037,0.071996399,0.928372375,0.273039063,0.025056665,0.755550293,0.290313995,0.02314665,0.706618408,0.245022263,0.018694477,0.791958191,0.204961548,0.017655474,0.909729187,0.340447876,0.017883953,0.851739563,0.5349422,0.82470166,0.737251404,0.433695404,0.471308258,0.868147522,0.463145813,0.072637566,0.885795959,0.451127075,0.020215868,0.717380188,0.412599182,0.025056183,0.665739014,0.454244415,0.019175318,0.751835083,0.501300385,0.018797213,0.869624084,0.383145386,0.020514154,2611002,4411837,2695407,4337933,4104279,1867406
1312,-4.169573,-1.04465533,595.6536,0.806844885,0.371216174,0.730030579,0.209342133,0.910660767,0.71007135,0.500528046,0.909730225,0.949170532,0.368222168,0.827967712,0.86163678,0.349909088,1.45251062,0.835877502,0.179121582,0.828828125,0.750110718,0.294731293,0.468304932,0.904406433,0.257404968,0.072024117,0.929991028,0.273044098,0.025206959,0.757141663,0.290226135,0.023043726,0.708190186,0.24493158,0.018548779,0.79379895,0.204856842,0.017482874,0.910922424,0.340229065,0.017948601,0.851744019,0.534919067,0.82477887,0.737987976,0.43362442,0.471137329,0.869742249,0.463169464,0.072747192,0.887421204,0.451269073,0.020434566,0.719052551,0.412554718,0.024933064,0.667280945,0.454042084,0.019051121,0.753353638,0.501276123,0.018814655,0.87126416,0.383225525,0.02075008,2611173,4410384,2694864,4337642,4104547,1867406
1313,-3.573448,-1.4363504,602.982,0.800723811,0.371300677,0.730082764,0.209248245,0.91044043,0.710033203,0.500414063,0.909567505,0.949248779,0.368189087,0.828174988,0.861691895,0.349541138,1.452633911,0.83606366,0.178993423,0.828760742,0.750886292,0.294728577,0.468047455,0.905881592,0.257361664,0.072216293,0.931600525,0.272893707,0.025287462,0.758765747,0.290185699,0.023021828,0.709673279,0.244875015,0.018342264,0.795415344,0.204807999,0.0175021,0.912563578,0.340186137,0.018164635,0.851799561,0.5349198,0.824865784,0.738704773,0.433516815,0.470987793,0.871328735,0.463192749,0.07298735,0.88907135,0.451276978,0.020525448,0.720662109,0.412428802,0.024782764,0.668800232,0.453900452,0.018853569,0.75535199,0.501005951,0.018421066,0.872926086,0.383309601,0.020911676,2611100,4409343,2694889,4337132,4104766,1867258
1314,-2.866926,-6.740756,603.181,0.796952424,0.370638312,0.73021344,0.209197922,0.910238892,0.710048523,0.500310242,0.909432312,0.949414185,0.368150116,0.828394714,0.861678345,0.349085846,1.452498047,0.83621344,0.178933365,0.828727173,0.751439636,0.294786865,0.467883209,0.907466919,0.257353851,0.072317894,0.933207153,0.272837799,0.025490536,0.76024231,0.290084412,0.023102236,0.711210327,0.244684982,0.018176365,0.797051697,0.204725433,0.017585434,0.914204732,0.340143209,0.01838067,0.851916443,0.534901794,0.824962585,0.739279785,0.433336243,0.470916473,0.872736694,0.462971313,0.07289785,0.890759888,0.451163635,0.02065098,0.722358826,0.412203339,0.024615847,0.670325195,0.45384668,0.018836964,0.756816528,0.501071289,0.018706858,0.874529114,0.383317871,0.020909016,2611100,4409391,2694495,4337084,4103890,1867135
1315,-1.85281,-8.055156,602.1236,0.78975472,0.369778416,0.730537659,0.209194199,0.910089783,0.710245728,0.500238007,0.909335144,0.949651917,0.368119171,0.82853302,0.861386292,0.348784821,1.452571167,0.836493164,0.178899475,0.828650696,0.75189978,0.294879547,0.467737244,0.908873779,0.257307892,0.072570023,0.9347724,0.272866089,0.025676981,0.761982361,0.290219177,0.022968412,0.712782715,0.244531525,0.017996061,0.798668152,0.204571167,0.01757888,0.915845886,0.340100281,0.018596704,0.852123596,0.534879944,0.825079956,0.739784363,0.433045776,0.470931366,0.874228882,0.463090393,0.073226463,0.892282959,0.451173096,0.020926985,0.724050781,0.412056122,0.024369238,0.671904541,0.453595734,0.018579823,0.758331848,0.500871063,0.018778313,0.876101074,0.383188477,0.021021976,2611466,4407938,2694495,4335749,4103768,1866962
1316,0.040513287,-10.168067,605.3643,0.781416618,0.370818033,0.730982361,0.209151291,0.909986389,0.710574585,0.500214508,0.9092854,0.950013062,0.368099548,0.82874054,0.861119812,0.348403137,1.452642212,0.836884399,0.178877045,0.82859314,0.752221558,0.295157043,0.467656586,0.910253479,0.257308258,0.072798752,0.936278198,0.272930634,0.025936218,0.763490417,0.290212402,0.022888878,0.714208679,0.244546295,0.017983011,0.800292786,0.204701401,0.017618059,0.917253906,0.339949921,0.018659159,0.852528625,0.53493103,0.825128418,0.740101807,0.432734497,0.4710224,0.875634216,0.463025024,0.073364487,0.893838257,0.451234253,0.021167929,0.725675354,0.411853485,0.024191107,0.673518921,0.453486755,0.018581367,0.760214111,0.500678589,0.018496773,0.877646301,0.383297516,0.021379131,2611979,4407696,2694618,4336259,4103476,1867061
1317,-1.1041122,-10.996612,607.1167,0.774248892,0.372185184,0.731675171,0.209103043,0.90997113,0.711067932,0.50013913,0.909272949,0.950630981,0.368147858,0.828918823,0.860625366,0.348006409,1.452619629,0.83744812,0.178857986,0.828519531,0.752358459,0.295357788,0.467586884,0.911435242,0.257487183,0.073127388,0.937704224,0.272934631,0.026352282,0.765120178,0.290140594,0.022845203,0.715858215,0.244439346,0.017799252,0.801948181,0.204748657,0.017716177,0.918983785,0.340061524,0.018831852,0.853003784,0.534977112,0.825160095,0.739960876,0.4324935,0.471286102,0.877202637,0.463103455,0.07366198,0.895529846,0.451296082,0.021410336,0.727397217,0.411651001,0.024030676,0.675273926,0.453383942,0.018384909,0.761773926,0.500667877,0.018736996,0.879429688,0.383479919,0.021734678,2612615,4407696,2694939,4335676,4102308,1867061
1318,-2.2032989,-8.435133,612.7954,0.766559657,0.376782764,0.732428772,0.209065125,0.91008313,0.711798706,0.49994281,0.909435303,0.951699524,0.368200287,0.829106934,0.860437378,0.347415558,1.452942627,0.838243103,0.178963791,0.828406494,0.752303955,0.295588318,0.467611053,0.912819397,0.257602997,0.073601471,0.939398926,0.273130859,0.026778797,0.766892334,0.290154236,0.022893175,0.717557068,0.244331238,0.017761971,0.803682556,0.204932449,0.017858234,0.920713663,0.340173126,0.019004544,0.853750427,0.535159058,0.825210327,0.739040222,0.432321503,0.471681091,0.87886499,0.463249634,0.074133507,0.897528137,0.451599487,0.021532509,0.72951123,0.411561249,0.023791721,0.677223999,0.453293365,0.018451416,0.763882019,0.500663757,0.018504208,0.881272522,0.383721619,0.02223012,2612957,4407527,2694642,4334973,4102308,1867110
1319,-4.144822,-5.225941,613.1109,0.761262604,0.381253957,0.733507874,0.209012131,0.910092957,0.713052856,0.499792877,0.909778137,0.953031616,0.368360504,0.829302673,0.860056885,0.346911591,1.45324292,0.839147278,0.179207413,0.828234863,0.751932861,0.295832184,0.467557281,0.91439856,0.257787262,0.074075043,0.941252136,0.273316895,0.027209938,0.768815002,0.290142731,0.02296763,0.719508423,0.244355072,0.01763525,0.805545959,0.205186386,0.018066492,0.922443542,0.340284729,0.019177237,0.854641479,0.535306946,0.825323181,0.737063782,0.432298035,0.472398041,0.880598511,0.463604828,0.074838943,0.899424744,0.451926392,0.022067307,0.731704773,0.411424011,0.023715061,0.679427368,0.453077148,0.018385666,0.765647339,0.500831787,0.018670771,0.8834776,0.384217529,0.022887295,2613715,4407454,2694618,4334973,4102575,1867061
1320,-6.154781,-3.909818,609.4512,0.756194732,0.38564274,0.734799011,0.209043991,0.909895508,0.714622131,0.499644958,0.910366882,0.954655701,0.368615936,0.82943335,0.85976825,0.346445984,1.453552002,0.840345398,0.179593307,0.82793042,0.75129718,0.296135376,0.467430389,0.916314514,0.258123962,0.074404442,0.943192871,0.273497345,0.027564631,0.771053284,0.290135559,0.02283651,0.722027283,0.244108551,0.017497679,0.807533936,0.205516388,0.018296551,0.924396652,0.340648903,0.019057397,0.855769409,0.535447388,0.825561584,0.733915527,0.432586334,0.473546234,0.882236084,0.463866302,0.075653885,0.901312683,0.452342743,0.022950319,0.733938843,0.411533539,0.023711664,0.68156543,0.452951416,0.018433916,0.767686707,0.500941528,0.018643885,0.885434998,0.384486084,0.023698383,2613593,4406510,2694396,4335045,4103086,1867184
1321,-6.554353,-6.125632,607.668,0.75236537,0.390936721,0.736196838,0.209002579,0.909647949,0.716581238,0.499490906,0.911176208,0.956398254,0.368930084,0.829487183,0.859194885,0.346140961,1.454090576,0.841751038,0.180152176,0.827418823,0.750505371,0.296591553,0.467117462,0.917726013,0.258403229,0.074662582,0.945136841,0.273867584,0.028074146,0.773072632,0.290074158,0.022796831,0.724175293,0.244085587,0.017462608,0.809449768,0.205841049,0.018528353,0.926349762,0.341013077,0.018937558,0.857095764,0.535510193,0.825729126,0.729591431,0.432758148,0.474820099,0.883742676,0.464387329,0.076978439,0.903090759,0.45260614,0.024190157,0.735937561,0.411456909,0.023616447,0.68374707,0.452874817,0.018380323,0.769627441,0.501007141,0.018575071,0.887417175,0.384986847,0.024916552,2613813,4406727,2694347,4333540,4103866,1866839
1322,-7.709389,-12.15448,597.0516,0.751769091,0.393795781,0.737984741,0.209074326,0.909257507,0.718834045,0.499347351,0.912156189,0.958071655,0.369268402,0.829341064,0.85880188,0.345841553,1.454754028,0.843472778,0.180887512,0.82683667,0.749579102,0.29708844,0.466716064,0.919673279,0.258983307,0.074980164,0.946957092,0.274327911,0.028420046,0.775082275,0.290241516,0.022807404,0.72639502,0.243897675,0.017401329,0.811597046,0.206326553,0.018937578,0.928302871,0.341377251,0.018817718,0.858531616,0.535512146,0.825770935,0.724061829,0.432964203,0.476186371,0.885104065,0.464721863,0.078491226,0.904800293,0.452779999,0.025797672,0.73816217,0.411643494,0.02366016,0.686041748,0.452852234,0.018352037,0.771855164,0.500989319,0.01825667,0.889099792,0.385184235,0.026399733,2613642,4405493,2694717,4333273,4102892,1867233
1323,-8.058872,-12.65978,578.7343,0.751197224,0.395952393,0.739918152,0.209302582,0.908860901,0.721377563,0.499383118,0.91326239,0.959626038,0.369678192,0.829014465,0.858116333,0.345353363,1.454970825,0.845522949,0.181629761,0.826111877,0.748667297,0.297570648,0.466292786,0.921233948,0.259689423,0.075274384,0.948924316,0.275092651,0.028839424,0.777283264,0.290227753,0.022618841,0.728715271,0.243657364,0.017355597,0.813789368,0.206842545,0.019328976,0.930255981,0.341741425,0.018697878,0.860177368,0.535931091,0.825980591,0.717507324,0.432941742,0.477621613,0.886386536,0.465276611,0.080500717,0.906459717,0.453267365,0.028252819,0.740221802,0.411783691,0.023846506,0.688288574,0.452752289,0.018304178,0.773780029,0.501022156,0.018356649,0.891022522,0.385640045,0.028278318,2613422,4403459,2694692,4333298,4102673,1867233
1324,-9.13964,-12.6077,563.7238,0.750690257,0.39904444,0.742128418,0.209499878,0.908452393,0.724097351,0.499489044,0.914415161,0.961057312,0.370084564,0.828524658,0.857485413,0.344745209,1.455423584,0.847721619,0.182479919,0.82536438,0.748034668,0.297990356,0.465973602,0.923230225,0.260650177,0.075550476,0.950939087,0.276019501,0.029250328,0.779265137,0.290311066,0.022627577,0.731038635,0.243532364,0.017492733,0.815877502,0.207328674,0.019718876,0.932174377,0.34251828,0.018372095,0.861754517,0.535546631,0.825165771,0.709852478,0.432948059,0.479314789,0.887413391,0.465975433,0.082879555,0.908162598,0.453863983,0.030632181,0.742340576,0.412119232,0.023987051,0.690515442,0.452830872,0.018343239,0.775764343,0.501098999,0.018322437,0.892663208,0.386050507,0.030718262,2612835,4403241,2694766,4332303,4102259,1866962
1325,-12.42793,-16.27586,545.3223,0.751964775,0.399683842,0.744392639,0.209657181,0.90811853,0.726985168,0.499545105,0.915612549,0.962707642,0.370648895,0.827910217,0.856837891,0.344006927,1.455739258,0.850151367,0.183074707,0.824673096,0.747701111,0.298316711,0.465725037,0.925180237,0.261693024,0.075665565,0.953063721,0.277062195,0.029532379,0.781420471,0.290415161,0.022480436,0.733448425,0.243323318,0.0174363,0.818057739,0.207708725,0.020278847,0.934130493,0.343450638,0.017931507,0.863104858,0.535594299,0.824814148,0.701194397,0.432875244,0.481044647,0.888143677,0.466692535,0.085595009,0.909726135,0.454520142,0.033788677,0.744294739,0.412447266,0.024462311,0.692761536,0.452855927,0.018423378,0.777529541,0.501080109,0.018447187,0.894257202,0.38687265,0.033788788,2612835,4403096,2694692,4332667,4101334,1867233
1326,-14.02385,-16.62916,537.8694,0.7544153,0.39808453,0.747035156,0.209646088,0.90765509,0.72986261,0.499280609,0.916530884,0.964508118,0.371528717,0.826766235,0.856238281,0.343149078,1.455904297,0.852807129,0.18360849,0.823957153,0.747167786,0.298466125,0.465633148,0.927492981,0.26279541,0.075767868,0.955216064,0.278156403,0.029858299,0.783675598,0.290664856,0.022320379,0.735968933,0.243106186,0.017391245,0.820503479,0.208302505,0.020531858,0.936086609,0.344382996,0.017490919,0.864303101,0.53579126,0.824256042,0.691716736,0.433048706,0.482891174,0.888647034,0.46780423,0.089071274,0.911227173,0.455513763,0.037736534,0.746316406,0.412890625,0.024881577,0.69522229,0.452910645,0.01835446,0.779462646,0.501259155,0.018588385,0.895734436,0.387740662,0.037615849,2612273,4402417,2694692,4332205,4101334,1867036
1327,-16.20023,-15.59669,535.7154,0.758178525,0.394165069,0.74989502,0.209268906,0.907214539,0.732839111,0.498655762,0.917357727,0.966255554,0.37256897,0.825464905,0.855720947,0.342119202,1.455939331,0.855625488,0.184134659,0.823272278,0.747632385,0.298479034,0.465559784,0.929460144,0.263631805,0.07592585,0.957518005,0.278994568,0.029966295,0.78547522,0.290483917,0.022350298,0.738385681,0.242979874,0.017516752,0.823052185,0.20885141,0.020542847,0.936107178,0.343192596,0.015067463,0.865227783,0.536004272,0.823361267,0.682102234,0.433343079,0.484982697,0.888937256,0.469385834,0.093527946,0.912446533,0.456740967,0.042567101,0.748393738,0.413427887,0.025387177,0.697766602,0.453037415,0.018364141,0.781218933,0.501294495,0.018853693,0.897154968,0.388919891,0.042448597,2611295,4401691,2694125,4332545,4101553,1866987
1328,-18.19233,-12.296634,529.9498,0.762889588,0.386395387,0.752948547,0.208581558,0.906903381,0.735914673,0.497869568,0.917905579,0.968026917,0.373884094,0.823577759,0.855250549,0.34102533,1.455739502,0.858728027,0.184550598,0.822497375,0.748764404,0.298868744,0.465218872,0.931703247,0.264156677,0.075792488,0.959943481,0.279549713,0.030011171,0.788167175,0.290884857,0.022013092,0.740988159,0.242980698,0.017477634,0.825577454,0.209323135,0.020636518,0.9407146,0.345540497,0.016629793,0.866114014,0.536523376,0.822399414,0.671603394,0.4335625,0.487089752,0.888568848,0.471066711,0.09875367,0.913192078,0.458495575,0.048678314,0.750685364,0.414163147,0.025972332,0.700433716,0.453273193,0.018499767,0.7828927,0.501340912,0.019443436,0.898141785,0.390444855,0.048434486,2610513,4401691,2694446,4332205,4101261,1866938
1329,-16.77794,-4.6124171,527.6251,0.767696264,0.377705963,0.756172974,0.207891403,0.906395386,0.73898584,0.496486725,0.918232239,0.969917358,0.375104553,0.821519287,0.854915649,0.33972699,1.455326782,0.861873413,0.184899307,0.821639893,0.750195251,0.299449036,0.464862671,0.934076294,0.264367218,0.075571999,0.962652893,0.279463837,0.0297904,0.790587524,0.290882263,0.021725309,0.743693298,0.242877029,0.017527666,0.82776886,0.209491821,0.020897629,0.943878174,0.345419937,0.016223594,0.866896179,0.5368797,0.820958923,0.660034424,0.433786163,0.489851257,0.887509277,0.473059143,0.105156433,0.913730774,0.460118591,0.055807354,0.752801208,0.41501889,0.026678982,0.703457458,0.453437897,0.01851976,0.784518188,0.501366302,0.020297283,0.898638,0.39211319,0.055639221,2610024,4401522,2693977,4332424,4101261,1867061
1330,-15.99614,5.640402,528.6812,0.779082739,0.364669133,0.759356384,0.207056778,0.905884216,0.742375977,0.495209808,0.918458252,0.971900208,0.376172607,0.819290955,0.85459436,0.338594147,1.454742798,0.864807678,0.18480069,0.820825195,0.752275085,0.300507935,0.464421722,0.937023743,0.264270721,0.075188583,0.965794128,0.279146637,0.029343975,0.793744751,0.291407715,0.021476328,0.74670166,0.24302005,0.017511234,0.83047821,0.209780457,0.021071465,0.947041748,0.345299377,0.015817394,0.867594299,0.537133911,0.819435425,0.647813171,0.434513916,0.493541199,0.885626404,0.475145142,0.112744499,0.913460693,0.461964539,0.064320786,0.75483075,0.415935791,0.027665953,0.706704041,0.453835144,0.0185646,0.786302795,0.501496185,0.021459278,0.898608704,0.393919159,0.064068329,2609706,4401570,2694371,4332424,4101066,1867061
1331,-13.93964,18.50436,552.5768,0.799206366,0.347979069,0.762386047,0.20632019,0.905395752,0.745914978,0.494008606,0.918579346,0.973816711,0.376833374,0.817039001,0.854375,0.337325043,1.453866577,0.867711609,0.18449118,0.820076904,0.754633484,0.301451385,0.463823639,0.939909729,0.263789337,0.074673584,0.969312256,0.278498962,0.028677834,0.796776001,0.291092133,0.021242044,0.7500896,0.243104477,0.017479364,0.83354895,0.209729187,0.02087801,0.950541336,0.344955505,0.015506408,0.868810791,0.537753418,0.81748407,0.634990112,0.435718201,0.498275909,0.882985901,0.476540619,0.120738029,0.912270691,0.463570251,0.074401985,0.756684875,0.416779968,0.02936447,0.709861816,0.454326538,0.018697187,0.787787781,0.501588928,0.023748934,0.897405273,0.395509705,0.073968941,2609780,4401497,2694273,4332109,4100872,1867036
