Frame,Sub Frame,Fx,Fy,Fz,Cx,Cy
970,7,3.43795,9.24009,585.623,0.8396832967056419,0.3191694898494104
970,8,4.01763,10.1649,583.614,0.839312991414358,0.3190544839745729
970,9,3.79927,10.5765,582.834,0.8399049420763509,0.31912843269847097
971,0,3.45173,10.0534,585.811,0.8399694261136562,0.3196265634232138
971,1,3.09962,9.57119,585.641,0.839895682609534,0.3200062929790819
971,2,3.41498,9.09391,585.958,0.8402761484241839,0.3201769586577722
971,3,3.26653,9.34036,582.964,0.8408738504678437,0.3200025659199508
971,4,3.25732,8.54124,581.124,0.8405331748710858,0.3200447254713441
971,5,3.34073,9.03888,586.051,0.8391432418911249,0.32069190699241595
971,6,3.17854,8.97852,585.326,0.8388581711495582,0.32009853386166043
971,7,3.58627,9.5161,585.939,0.8390907825251285,0.3205895030133954
971,8,3.60946,9.90798,583.634,0.8391125972683482,0.3206019339014672
971,9,2.85902,9.56646,584.173,0.8393439803364422,0.32071074091318724
972,0,2.98389,9.36546,583.207,0.839988104733491,0.32070736880308615
972,1,3.57679,8.99375,584.154,0.8403585019713085,0.32061765271636156
972,2,3.27602,8.79272,585.214,0.8398550142423427,0.3207785668449546
972,3,3.42402,8.05951,584.266,0.8399853606219886,0.32102146318357083
972,4,3.10001,8.83225,583.876,0.8389947287137701,0.3207909752827615
972,5,3.24792,8.51657,582.185,0.8387778082003187,0.32118134363553097
972,6,3.5073,9.1287,584.097,0.8387555448950594,0.3211986093599275
972,7,3.60474,9.25478,585.213,0.8384702964232452,0.32114669530279805
972,8,3.19289,8.89852,583.933,0.8389851987799016,0.3215543184168503
972,9,3.25259,8.78771,583.523,0.8393377704892571,0.32171776198436597
973,0,2.92412,8.33094,581.164,0.83984335199406,0.3219479240837679
973,1,3.15505,8.93749,581.365,0.8391699362726921,0.3218379408749834
973,2,3.50242,8.52195,582.387,0.8386242466040894,0.3222105417681388
973,3,3.35487,8.67679,583.446,0.838472943580405,0.3221632512297194
973,4,3.51189,8.50653,583.838,0.8387540034765553,0.3219627732389672
973,5,3.27164,8.76705,582.187,0.8391632300104301,0.32175222981358254
973,6,3.00755,8.33118,582.091,0.8393826040574246,0.3220601781655919
973,7,3.65919,8.66635,582.091,0.8391060681473156,0.3226232658411986
973,8,3.11481,8.41633,583.427,0.8385110530665422,0.32275219397487076
973,9,2.66511,8.03973,583.17,0.8384786734016443,0.3231081455408191
974,0,2.97395,8.19936,582.817,0.8385305572179901,0.3231162300693398
974,1,3.07642,8.39027,581.128,0.838596780463606,0.32277089085676747
974,2,3.08125,8.49095,582.033,0.8381479826459841,0.3226879031534748
974,3,3.24764,8.22554,582.758,0.8377464400919846,0.3235153329917859
974,4,2.75818,8.11959,580.127,0.838510384181628,0.32299511157940564
974,5,2.7291,8.11434,579.638,0.8389616709291697,0.32284711052706755
974,6,3.3945,8.02415,581.287,0.8381538314169649,0.32322765305099954
974,7,3.01755,7.74832,579.716,0.8389558215597296,0.32330057390472566
974,8,2.41109,7.64231,580.619,0.8388972332953821,0.32353771608840615
974,9,2.54327,7.81736,580.678,0.8386274029180545,0.32339202419614277
975,0,2.96876,8.00827,581.345,0.8385570406330509,0.3231506339750296
975,1,2.99321,8.01888,581.384,0.8381237234405219,0.3236318444286346
975,2,2.57755,7.20758,581.051,0.8376338591931451,0.3234205218573317
975,3,2.8024,7.79067,580.698,0.8372018738507849,0.32354871216112213
975,4,3.31584,7.91808,579.678,0.837531291050462,0.32365599961871594
975,5,2.51429,8.10365,578.285,0.8381389874833991,0.323548265430106
975,6,2.96359,7.93412,580.873,0.837578941468167,0.32394435217669404
975,7,2.32848,7.0224,579.364,0.8386083965096233,0.32392199758834145
975,8,2.37201,7.32916,582.599,0.8377409882379976,0.32427353713137375
975,9,2.70927,7.08038,581.797,0.8378111435497553,0.3244624182374489
976,0,2.81217,7.15432,579.738,0.8382883849215239,0.3241851944414422
976,1,2.15264,6.79943,579.285,0.8380582925091424,0.32491790290445083
976,2,2.11285,7.04804,579.932,0.8379039228268872,0.32427909858292475
976,3,2.69418,7.69462,581.304,0.8369107978833495,0.32474335227060347
976,4,2.56302,8.72299,580.052,0.8369559330271762,0.32453611031348145
976,5,2.88516,8.78258,580.638,0.8369981746604007,0.3247852767125455
976,6,2.15795,8.06234,581.677,0.8378750638159388,0.32453439184074223
976,7,2.11285,7.02864,580.405,0.8379123893296594,0.3250428135613891
976,8,2.69393,6.78876,578.66,0.8385891684503773,0.32486391461851855
976,9,2.48009,5.7878,580.557,0.8379714671775736,0.3250381052829547
977,0,1.88403,5.54777,580.345,0.8375019860820048,0.32513262544431415
977,1,1.93173,6.70663,580.325,0.8373068361480458,0.3251410790397508
977,2,2.18571,7.13776,581.323,0.8363942354623976,0.3258360752113621
977,3,2.78166,8.05938,580.386,0.8363863343018471,0.32556462491819227
977,4,2.73418,8.2043,579.992,0.8361067575300155,0.32566691410946996
977,5,1.89957,8.2098,582.967,0.8355165713963023,0.3260058391270958
977,6,2.01464,7.31037,580.821,0.8365819239183562,0.32572569729917006
977,7,2.43951,7.16524,579.347,0.8369078114022244,0.32593424299645973
977,8,2.2162,5.90072,581.594,0.8370678901166794,0.32626129798446396
977,9,1.62042,5.10387,581.072,0.8376782161815168,0.3261781063107225
978,0,1.50172,5.41917,580.033,0.8376244326384812,0.3265606376434242
978,1,1.82824,5.53128,579.306,0.8372297528718626,0.3268675117573894
978,2,2.67776,6.25601,579.598,0.8360812401756192,0.3266279383311338
978,3,2.06595,6.83987,580.616,0.8362063767669509,0.32642120470177005
978,4,1.61038,7.23284,580.678,0.8352582950814962,0.3269491459463281
978,5,0.921606,6.62607,582.341,0.8356036241862062,0.3268637517460553
978,6,1.37759,6.58693,581.447,0.8365693678097749,0.32721907799548877
978,7,1.57429,6.31738,581.384,0.8362281559314235,0.3271643183929337
978,8,1.25324,5.58182,580.055,0.8362561376346921,0.32716574116564645
978,9,0.40406,5.53684,580.304,0.835764487359398,0.327800988178078
979,0,1.59469,4.90807,579.992,0.8355028149560934,0.32797595607041485
979,1,1.92116,5.58714,581.633,0.8350359137129882,0.32816452592268963
979,2,1.77114,6.62021,581.073,0.8343085342353866,0.3279193122697991
979,3,1.6779,6.59259,581.363,0.8348812800912414,0.3279404649197787
979,4,1.42426,6.85631,579.723,0.8354687598104097,0.32784692701534407
979,5,1.07737,5.88568,580.615,0.8362193015316092,0.3283464194925034
979,6,1.22201,4.7459,579.349,0.8365951227785863,0.32842730478362975
979,7,1.31528,4.3186,580.262,0.8364381520481798,0.32928493185864294
979,8,0.575536,4.56511,580.325,0.8356550055043277,0.3290238741430847
979,9,0.693754,4.58221,580.325,0.8351788774133231,0.32942602900250617
980,0,1.03534,6.01814,580.325,0.8339605387136695,0.32904198450908567
980,1,0.808161,6.28909,579.329,0.8340584247740928,0.3289840562847488
980,2,0.875068,7.10811,582.253,0.8339541241843779,0.329201805858767
980,3,0.466665,6.98027,581.116,0.8347004521409654,0.3299802665136596
980,4,0.68837,5.80255,583.355,0.8348097511971893,0.3303585604156836
980,5,0.207944,4.83074,581.512,0.8357547809718728,0.3304961489870171
980,6,0.341503,3.7865,583.376,0.8360050488427768,0.33087757231193726
980,7,-0.309527,4.35085,583.172,0.8356166792724871,0.3308991091843403
980,8,-0.600246,4.39129,582.155,0.8348594845754022,0.3307738589120589
980,9,-0.285474,4.03261,580.764,0.834678003128379,0.33007603838757826
981,0,0.0666393,5.5337,582.668,0.8338419495683417,0.33073538659205665
981,1,0.749469,6.34954,582.134,0.8333487888615707,0.3313382070937793
981,2,-0.447757,6.75459,581.096,0.8336572652403478,0.3307793022953238
981,3,-0.528214,6.32967,583.021,0.8343331087592003,0.3315230944625487
981,4,-0.362899,6.21091,582.487,0.8344206170547925,0.33168873500167645
981,5,-0.0215436,5.75697,582.776,0.8348883586988907,0.33217285456787515
981,6,-0.495854,5.72777,585.45,0.8345994031363193,0.3315056143391276
981,7,-1.6851,4.92131,584.628,0.8345610425834402,0.3321913131855484
981,8,-1.18232,3.97262,585.226,0.8342502849680286,0.33217291768436824
981,9,-0.814005,3.73481,583.612,0.834135113766136,0.3321171718840364
982,0,-0.627107,4.61881,583.835,0.8336670691576491,0.33231522554965837
982,1,-0.864047,5.21508,585.514,0.8330361203488404,0.33270434064916365
982,2,-1.62368,6.05649,582.972,0.8335989653330514,0.33252022035221485
982,3,-1.34234,7.00514,586.111,0.8332889527259493,0.33291598334118383
982,4,-0.990225,6.88516,585.335,0.8332135851523677,0.33287354021627025
982,5,-1.05096,6.33611,586.264,0.833304641834598,0.33353259062452534
982,6,-1.13899,6.03196,583.348,0.8338031497070939,0.33330409357627405
982,7,-1.39213,5.38752,587.125,0.8333037615062981,0.333789506632244
982,8,-1.49112,3.7347,585.733,0.8336831113235145,0.3341664789869041
982,9,-1.0839,4.43312,584.961,0.8332884879760313,0.3334102326952628
983,0,-1.13896,4.57625,585.579,0.8334584401941818,0.3337457377675728
983,1,-1.88719,5.38761,585.623,0.8329961728857902,0.3339585803751315
983,2,-2.18434,5.7993,586.616,0.8334123857579484,0.33454353319805813
983,3,-1.70582,6.18112,586.683,0.8329195824475126,0.3345267884310093
983,4,-1.50767,6.20508,585.69,0.8337364376073917,0.3342114895128714
983,5,-1.24912,6.02618,584.299,0.833549350376352,0.33441448706946236
983,6,-2.22233,5.03026,585.203,0.8326711755823516,0.3343532169202684
983,7,-2.20645,4.60632,584.939,0.8326943772155869,0.3347373111459673
983,8,-1.70606,5.47651,583.593,0.8325447659821471,0.3348428635918349
983,9,-1.92007,5.26858,584.827,0.8323872012744209,0.335276333317282
984,0,-2.76135,5.60811,586.901,0.8320697950924736,0.3354994649503187
984,1,-2.32244,5.45349,585.382,0.833025426401013,0.33566351665600747
984,2,-1.54695,5.53078,585.931,0.8329601350166034,0.33594716290597715
984,3,-1.74391,5.26867,587.961,0.8325116597460499,0.33676978336627583
984,4,-2.17285,4.89293,586.442,0.8325696118659808,0.33624369861854453
984,5,-3.18993,5.40484,584.676,0.8325077276799082,0.33623556304762836
984,6,-2.35078,4.99455,587.539,0.8320760668718056,0.33614363314635454
984,7,-1.9593,5.14278,586.42,0.8318590856420081,0.33620696328069444
984,8,-2.84316,5.15499,587.321,0.8319084852417338,0.3366443592563812
984,9,-3.15235,5.69104,586.397,0.8319649082687997,0.33714646868869325
985,0,-2.51022,4.03043,585.668,0.8316286007314234,0.3371642914355049
985,1,-2.62974,4.53921,584.632,0.8314955703487208,0.33690045217141035
985,2,-2.39398,4.13566,585.555,0.831333344520703,0.3373114489362686
985,3,-2.29461,4.46211,585.623,0.8312978123527303,0.3373464162787349
985,4,-2.86536,4.84393,586.614,0.8312573969881211,0.3373074014315161
985,5,-3.06986,4.33288,584.37,0.8315508028260579,0.33701789974885327
985,6,-1.92858,4.92078,583.549,0.8318944389341636,0.33711080031508384
985,7,-2.83666,4.2499,584.495,0.8316049805086276,0.33819835264020953
985,8,-3.15213,4.20036,584.563,0.8312573672682435,0.3378390616229135
985,9,-3.25159,4.20036,587.205,0.8308363641794131,0.33810093304020694
986,0,-1.77585,3.75413,584.417,0.8311239736303362,0.3383938102392848
986,1,-2.49564,3.27685,586.852,0.8302893058660936,0.3382330858374837
986,2,-2.71761,3.33497,585.385,0.8311831585886731,0.33824958766578583
986,3,-2.7291,3.60887,584.279,0.8309096974871437,0.3384104759063455
986,4,-2.81138,3.44916,586.191,0.8309456894580155,0.3390733951080833
986,5,-1.99447,4.59636,587.98,0.8297397548821952,0.33945722553788404
986,6,-2.5126,4.49928,583.805,0.8307729252859974,0.3391888990078742
986,7,-2.55303,4.13001,586.144,0.8303955592959461,0.3395413398107796
986,8,-3.04646,3.74819,585.01,0.8306357246945096,0.3389362980425249
986,9,-2.58786,3.36637,585.576,0.8303963184347138,0.33889517757595905
987,0,-2.30636,3.16288,586.943,0.8298958112158648,0.3395870972850872
987,1,-2.94666,2.5262,584.397,0.8304758801996688,0.3387261599273029
987,2,-3.56867,2.57118,584.54,0.8301939341163493,0.3393825765374682
987,3,-3.11625,2.5775,586.212,0.8302011270023483,0.33976712903374273
987,4,-2.75247,3.11227,585.01,0.8295703803926957,0.33994422300431154
987,5,-2.7291,3.23939,583.598,0.8297518221461313,0.3401811903651658
987,6,-2.89346,3.86952,585.152,0.8290091292717461,0.3405525157539254
987,7,-2.74083,3.91397,583.621,0.8293287787502105,0.34071056147806084
987,8,-3.22209,3.73578,584.493,0.8281973564262498,0.34066376815756116
987,9,-3.01084,3.01034,584.234,0.8293148127835739,0.33984745210389333
988,0,-2.58246,2.60302,584.869,0.8295427997118203,0.3407770014358541
988,1,-3.21017,2.13213,583.598,0.8297290629823468,0.34135688072851145
988,2,-3.66799,1.83299,584.492,0.8301624970766384,0.3415300466775479
988,3,-3.12261,2.17001,582.916,0.8297177320296009,0.3414449196375794
988,4,-3.24548,2.72992,582.138,0.8295978000269636,0.3413733001238739
988,5,-3.50365,3.21361,583.738,0.8285138257391819,0.341628257832971
988,6,-4.01404,3.60186,584.516,0.8281330457192835,0.34141218222942876
988,7,-3.39287,3.53856,583.575,0.82861501086353,0.341947822490921
988,8,-3.34535,2.99804,584.492,0.8281847895023391,0.341893018564282
988,9,-3.50951,1.80227,583.575,0.8287299847011462,0.34254632721660305
989,0,-3.43935,2.16332,581.199,0.828740584359952,0.34217564502491693
989,1,-3.76165,2.55161,582.348,0.829058584458429,0.3423104631890071
989,2,-4.03171,2.13258,584.419,0.8281817268370286,0.342360625643015
989,3,-3.63938,2.45608,583.247,0.8283212533057573,0.3424592441733431
989,4,-3.85559,2.92686,584.138,0.8280435888902052,0.34276598556659826
989,5,-3.70949,3.31518,582.564,0.8280315120875306,0.343168249050943
989,6,-3.45141,2.54065,582.773,0.8276167391486043,0.34315008262216523
989,7,-3.76148,2.48203,584.443,0.8280397440059484,0.3434178018419896
989,8,-4.27762,2.30416,582.26,0.8285748008497178,0.3434842904420313
989,9,-3.98574,1.4019,582.749,0.8286394099387944,0.3436430843512618
990,0,-3.9616,2.31451,583.784,0.8270643498060896,0.3440324404714963
990,1,-4.28955,2.29767,583.199,0.8270672680895503,0.3442365078221961
990,2,-4.39572,2.38,582.164,0.8272531797523799,0.34351543341991575
990,3,-4.23783,2.29768,583.078,0.8270888048749591,0.34420112905915584
990,4,-4.14374,2.20223,582.164,0.8275866847016982,0.3442790574758361
990,5,-4.4655,1.92903,584.721,0.8275928730492456,0.3445314797299157
990,6,-4.48981,1.46494,582.944,0.8283918796004838,0.3440073874278558
990,7,-4.89953,1.34309,583.784,0.8278589953726164,0.34465781341110846
990,8,-4.84806,1.69187,582.871,0.827794490859663,0.3448893656035158
990,9,-5.41545,2.07369,580.168,0.8274003499697273,0.34482950602716617
991,0,-4.80284,2.18901,583.258,0.826698723464307,0.34526295873149676
991,1,-4.99966,2.19564,583.832,0.8261769507687201,0.34537639128476133
991,2,-5.09993,2.72854,582.214,0.8263089430822034,0.34517926229353646
991,3,-5.43366,2.05796,581.762,0.8267618369818455,0.3451234960343197
991,4,-5.45821,2.27112,581.409,0.8274052294257046,0.3457644863643441
991,5,-5.86761,1.93595,582.698,0.8274105461420715,0.34587597937994186
991,6,-5.48902,2.26438,583.783,0.8273776993050952,0.3457331670019746
991,7,-5.37634,1.75847,581.229,0.8272916382511243,0.34586898270426786
991,8,-5.69761,2.42845,582.673,0.8272783104863248,0.34589058387751026
991,9,-5.2312,2.48203,583.782,0.8271074506935064,0.3457475870551747
992,0,-5.43963,2.57078,580.573,0.8267472290821538,0.3458919630598104
992,1,-6.44025,1.95631,583.28,0.8273186976413662,0.3464611589275323
992,2,-5.94183,2.26419,580.877,0.8273921888629456,0.3460319199144513
992,3,-5.81656,2.20238,581.335,0.8276069806905033,0.3467094412136105
992,4,-6.46487,2.63923,580.728,0.8279662276656522,0.34609989743270025
992,5,-6.92367,2.58425,583.304,0.8269500508527191,0.3464349882336143
992,6,-6.79121,3.28711,583.176,0.8265369022264124,0.34710382469537526
992,7,-6.1244,2.98642,582.822,0.8261030360011203,0.3467606328269536
992,8,-5.99267,3.58014,583.453,0.8256570979904034,0.3473490648966081
992,9,-5.98642,4.07097,581.535,0.8256058936311411,0.3470973628433933
993,0,-6.39527,3.57288,584.009,0.8260087424302722,0.34764010901338316
993,1,-6.59011,3.53212,584.538,0.826646571308561,0.34745762139182773
993,2,-6.60267,2.64565,584.235,0.8274703793367454,0.3476751882613158
993,3,-6.52093,2.31158,585.194,0.8278712203261233,0.34768874374856457
993,4,-7.33199,2.02521,583.958,0.8277315234355364,0.34786625413913463
993,5,-7.06808,2.62508,583.529,0.8274035668271096,0.34779469281585734
993,6,-6.38908,3.02742,585.143,0.8263246506887522,0.3478472038279589
993,7,-6.74713,3.76367,584.942,0.8252602222939851,0.3478675299789351
993,8,-7.10556,4.08431,583.933,0.8250808820199113,0.3481866577842031
993,9,-7.29428,4.54786,584.84,0.8249609742472132,0.347855209000759
994,0,-6.40835,4.1393,585.572,0.8254471058763487,0.347942861092314
994,1,-6.6653,3.83917,584.967,0.8257733274426544,0.34846034707248846
994,2,-7.42579,3.02141,585.244,0.8262923723969875,0.3483950788154157
994,3,-7.07468,2.51655,586.253,0.8270130032628601,0.34849117353510284
994,4,-7.7778,2.03928,585.019,0.8275663030885235,0.348938981153306
994,5,-7.75351,2.53598,586.555,0.8272838140744707,0.34883680303950715
994,6,-7.09396,2.93164,587.01,0.8263611909021165,0.34847382717001324
994,7,-7.04285,3.40195,585.071,0.825936440491272,0.34871894007968446
994,8,-7.12447,3.43666,585.899,0.8252489945894225,0.34854463763555277
994,9,-7.29412,3.87918,585.649,0.8248073753575433,0.3487345894821732
995,0,-6.81728,4.71045,584.968,0.8252416648731233,0.3488312596257402
995,1,-7.10516,4.50767,585.244,0.8255681066407237,0.3490031095089696
995,2,-7.53887,4.04435,582.978,0.8267622422501003,0.34893693710974716
995,3,-7.2447,3.65555,586.725,0.8269355866242789,0.34904786779955216
995,4,-6.56626,3.36219,587.363,0.826662363786973,0.3487957125275975
995,5,-6.75936,2.63354,586.734,0.8260570586609228,0.34927482519115094
995,6,-6.86031,2.0468,585.701,0.8261374829951988,0.34924733671254166
995,7,-6.54054,2.35848,586.277,0.8254348863845044,0.3492153216748151
995,8,-6.35153,2.7403,586.329,0.8249378769217961,0.34954325269496794
995,9,-6.82783,2.76842,586.984,0.8243902114114897,0.34900051934531934
996,0,-6.54062,4.27151,588.344,0.8243477616290545,0.3490630853582274
996,1,-6.27004,4.03765,586.486,0.8254420108810276,0.34914092079075254
996,2,-5.92443,3.56743,585.675,0.8256705242995276,0.3493734985789556
996,3,-6.30595,2.825,587.585,0.8260499704726271,0.34941303390139267
996,4,-6.17555,2.32651,584.145,0.8262373298633983,0.34952307616004735
996,5,-6.73298,1.76086,585.819,0.82488066929765,0.3495962947324436
996,6,-6.45278,1.5416,587.284,0.824645759720928,0.34946273163587765
996,7,-6.34511,1.61576,584.774,0.8248218475515505,0.34986213666327054
996,8,-6.66447,2.41802,587.505,0.8237862831545868,0.3501234262339411
996,9,-6.03895,2.57037,586.435,0.8242528602103517,0.3495458071111329
997,0,-6.39373,3.28417,586.003,0.8242162476761009,0.34977147988825885
997,1,-5.77496,3.51785,586.63,0.8241550385859798,0.3506919604297623
997,2,-6.0481,2.38399,586.683,0.8247300533308164,0.350344405292812
997,3,-6.07446,2.11449,584.395,0.8249327658423538,0.3503318654496625
997,4,-5.66729,1.48207,584.21,0.8249927868960915,0.3501190476799434
997,5,-5.87855,0.195822,585.19,0.8248369528861177,0.3499810783669224
997,6,-6.38689,0.713467,583.31,0.8245458675088458,0.3494813250746486
997,7,-6.10096,1.11682,585.11,0.8240720714233161,0.35015284587800216
997,8,-6.40007,1.32209,583.963,0.8238384041545671,0.3498575831009452
997,9,-5.77548,1.86602,585.163,0.8236344852051817,0.3506054885977037
998,0,-5.47817,2.26225,584.943,0.8233182498823354,0.3508239373802233
998,1,-5.37683,2.02639,583.611,0.8236882003681828,0.3514192926842403
998,2,-5.2888,1.65179,585.136,0.8235631868319923,0.35075712906717194
998,3,-5.36349,1.44642,584.29,0.823560980546979,0.3508767093845592
998,4,-5.69558,0.28514,583.557,0.8237548000844799,0.35083053139323256
998,5,-5.39693,0.367341,583.177,0.8238231738594137,0.35017728954146454
998,6,-5.53285,0.205452,584.129,0.8237522431989963,0.35041714562625864
998,7,-5.79023,0.0145425,584.21,0.823586058757554,0.35099090116777654
998,8,-5.72903,-0.0881836,585.842,0.8233081035984354,0.3508136829702928
998,9,-5.80363,0.609942,583.692,0.823865351282984,0.3509008090746777
999,0,-6.3795,0.756407,584.156,0.8228860740197814,0.35138187382268404
999,1,-6.02009,0.146585,583.232,0.8229261933940458,0.3514735902105797
999,2,-5.82383,0.800675,584.129,0.8228916015674427,0.3511417299153766
999,3,-5.64778,1.03545,583.884,0.8221013673520101,0.3515816451057938
999,4,-5.47172,0.609413,584.835,0.8216581458071014,0.3516856629510355
999,5,-6.2709,0.132151,583.286,0.8224200481055487,0.3517905820037418
999,6,-5.28217,0.624165,583.151,0.8225246673622703,0.3522006088456961
999,7,-5.68162,0.492022,583.476,0.8227376862851423,0.3518963913930436
999,8,-5.72231,0.389213,582.2,0.8237249549889533,0.35164107308881215
999,9,-6.37223,0.0294791,585.024,0.8233291219922505,0.3520706437799927
1000,0,-6.1829,-0.17617,583.314,0.8234623926054118,0.3524178961862732
1000,1,-6.08127,-0.0147715,584.128,0.8233868864260465,0.3520999195410968
1000,2,-6.64297,-0.0,581.929,0.8229428221628012,0.3519683977934336
1000,3,-6.6907,0.440305,583.041,0.8220867336334567,0.351537419046945
1000,4,-6.5283,0.917579,582.499,0.8210212780717939,0.35178465556552957
1000,5,-5.94627,1.21876,582.77,0.8214430301181672,0.35163210792910105
1000,6,-5.89838,1.32905,581.82,0.821794504904435,0.35237800136292263
1000,7,-5.89838,1.07239,582.715,0.8217659455899047,0.35201092816102203
1000,8,-5.97956,0.96207,583.123,0.8221179036795301,0.3524003882400381
1000,9,-5.82409,-0.0135164,582.499,0.8228992255866567,0.3525836095200354
1001,0,-5.97266,0.0805475,584.398,0.8229516340664236,0.35253709574520986
1001,1,-5.74298,-0.08052,583.261,0.8230933255429057,0.3529624842446928
1001,2,-6.37141,-0.711343,582.174,0.8230640227785937,0.3532206711305016
1001,3,-6.75112,-0.0599028,583.067,0.8223627369691052,0.35261191010726656
1001,4,-6.45425,-0.0,582.825,0.8214556010531611,0.35246839317445305
1001,5,-6.75106,0.791631,583.123,0.8209422621670073,0.3526127566323027
1001,6,-6.77874,1.29892,582.5,0.8211501296743633,0.35226555647477736
1001,7,-6.53544,1.51237,582.119,0.8211963404502142,0.35329147141481637
1001,8,-6.10917,1.2636,582.091,0.8219641265470882,0.3529340265946735
1001,9,-6.47989,0.625527,583.067,0.8219071196683876,0.35316579204891724
1002,0,-6.10924,0.572777,584.452,0.821926218136551,0.35321238580937736
1002,1,-6.64195,-0.130511,582.286,0.8224389509545244,0.3532935389200573
1002,2,-6.85283,-0.630441,583.392,0.8221370386341003,0.35303384948866634
1002,3,-6.62361,-0.84403,582.528,0.8220392408225189,0.35280784666114
1002,4,-6.19742,-0.771278,585.371,0.8213684303427555,0.35346559036520686
1002,5,-7.21604,-0.500065,581.721,0.8219405477881132,0.3533959231654826
1002,6,-7.06385,0.137783,582.36,0.822206781605052,0.352892486700059
1002,7,-6.71876,0.718069,581.794,0.8218742283165756,0.3535622405058142
1002,8,-6.6907,0.588005,584.013,0.8211485844544097,0.3538245109488706
1002,9,-7.09574,0.836299,581.935,0.8210394736618262,0.353519828286184
1003,0,-6.32089,0.595667,582.063,0.8205030151854917,0.35380435855376363
1003,1,-6.08854,0.309303,583.066,0.820401897808133,0.3535730049802099
1003,2,-6.07446,-0.152695,581.851,0.8210520607888894,0.3535671237852542
1003,3,-6.80325,-0.0153081,581.413,0.8212336019492229,0.3534995579129166
1003,4,-6.29999,-0.526805,583.009,0.8215781807296736,0.35411933281081354
1003,5,-6.33149,0.0417727,582.501,0.8224084842883922,0.3542246849839242
1003,6,-6.58143,-0.6946,583.094,0.8227538035283999,0.35425250354751964
1003,7,-7.49309,-0.324818,583.475,0.822613428113534,0.3540445597260167
1003,8,-7.57106,-0.637464,583.504,0.8222136236264664,0.3541014279255712
1003,9,-7.1664,-1.01928,582.205,0.8215201661399266,0.35405364911895254
1004,0,-6.5644,-0.260315,582.74,0.8203921111215822,0.35435334617530745
1004,1,-7.32381,0.598778,583.447,0.8201324690652898,0.35459915281192317
1004,2,-6.7477,1.10692,583.828,0.8196325247444886,0.3541083461227893
1004,3,-5.8817,2.54917,581.909,0.8198837446357244,0.35434066681977394
1004,4,-6.53839,2.14665,584.009,0.8202320315089084,0.35436402969561875
1004,5,-7.0071,1.74934,584.535,0.8210514496604915,0.35420348713784616
1004,6,-7.12372,0.66591,584.563,0.8220882432243737,0.3546023914319976
1004,7,-7.29262,-0.830323,583.59,0.8229300503450783,0.3544228848540375
1004,8,-7.14523,-1.39306,584.153,0.8224202392567157,0.3550090519839438
1004,9,-7.21174,-0.73052,583.886,0.8214821129220093,0.3545402298960144
1005,0,-7.46146,-0.843579,582.235,0.8212776753022247,0.3543028151752897
1005,1,-7.64471,0.455761,584.361,0.8198966995363496,0.3545423854866092
1005,2,-7.01242,1.79993,582.617,0.8198389225557675,0.3546662270003064
1005,3,-7.03564,2.87336,586.336,0.8193074138250809,0.3547952142834154
1005,4,-6.55793,3.74809,585.061,0.8194644309935908,0.35483499026603216
1005,5,-7.24194,2.41644,586.862,0.819999505961079,0.35490027900294385
1005,6,-6.66052,1.59013,584.118,0.8204902979118541,0.35479857988271973
1005,7,-6.27948,-0.312485,584.181,0.8213411181805192,0.3549228440788045
1005,8,-6.81606,-1.09055,583.562,0.8219741292960081,0.3548672981728575
1005,9,-7.51299,-1.14555,585.124,0.8208567735519416,0.3550479432425431
1006,0,-6.52106,-0.269718,584.622,0.8207977466552379,0.35494333982259174
1006,1,-6.83041,0.509679,582.943,0.8201194475506726,0.35488518877147557
1006,2,-7.27055,1.62359,584.093,0.8203435533681784,0.35484676908173196
1006,3,-7.30695,1.98101,584.858,0.8202419421760828,0.3550387563355821
1006,4,-7.06473,2.00472,585.888,0.8199052035495182,0.35536320754513345
1006,5,-6.71992,1.21683,585.004,0.8199259033758932,0.3554428292581774
1006,6,-6.77143,1.14555,583.945,0.8202499350924152,0.3555557360192143
1006,7,-6.77874,0.707915,587.095,0.8197817303606841,0.3557312846995986
1006,8,-6.69803,0.143122,583.827,0.8192961604452501,0.35547402174613396
1006,9,-6.5293,0.445509,583.828,0.8195883955456659,0.35532161801886675
1007,0,-6.03046,0.652321,583.857,0.8196871444227612,0.3553456121696626
1007,1,-6.22848,0.930727,585.476,0.8202286232865817,0.35518557192461286
1007,2,-6.25053,1.21709,584.328,0.8206287023377189,0.35542834204806556
1007,3,-6.49255,0.803618,585.181,0.8211020707498153,0.3554935988211184
1007,4,-6.91796,0.238872,585.27,0.8210951073921442,0.3557096182916528
1007,5,-7.27743,0.365841,582.681,0.8208458359138736,0.35612960142241024
1007,6,-6.66179,0.644199,581.797,0.8201858809641428,0.355439655363413
1007,7,-6.68331,0.493357,583.355,0.8192990585695853,0.3557654987621667
1007,8,-6.20692,1.17678,586.415,0.8187077655086794,0.35566125651485503
1007,9,-5.92062,1.67814,583.771,0.818122130589553,0.3554207841848465
1008,0,-6.22085,1.45608,583.827,0.8190099082902357,0.3558924461762879
1008,1,-5.92809,1.16971,585.474,0.8195819061695697,0.35621472187508835
1008,2,-5.81778,0.446342,584.976,0.8205978909561901,0.3559850401967676
1008,3,-6.21332,0.818818,585.563,0.8205435006071118,0.35644747147807015
1008,4,-6.08935,0.160082,585.623,0.8209869125422526,0.356430166398622
