Frame,Fx,Fy,Fz,Cx,Cy
84,-2.9340129999999998,2.790125,583.3466000000001,0.8321764805826136,0.3817765025122467
85,-3.1657900000000003,2.899372,584.4434,0.8320866161612182,0.3817536046693076
86,-3.3502719999999995,2.764541,584.1238999999999,0.8320955036610986,0.3816485609169856
87,-3.115063,2.4628175,583.891,0.8321972561232023,0.38173855195871653
88,-2.937896,2.0285482999999997,582.368,0.8324029200077685,0.38169614828422804
89,-2.775577,2.0468412000000002,581.7078,0.8321795493470846,0.38193088046818807
90,-2.9755960000000004,2.177997,581.5355,0.832294474519306,0.38196980863451857
91,-3.149174,1.8247799999999998,581.5357,0.8325960123905984,0.3820755168477307
92,-3.424606,1.6459191,581.7783,0.8326774402801901,0.3824583123222085
93,-3.544066,1.4959361000000002,582.2876,0.8330581895192175,0.38254400258933385
94,-3.6195770000000005,1.621565,582.212,0.8329648966847658,0.38265538328231513
95,-3.613072,1.720917,582.2321,0.8333973921426386,0.382897311897986
96,-3.9629649999999996,2.1353750000000002,581.9243,0.8338543789843668,0.3829678458604676
97,-3.765376,2.3036369999999997,582.5035,0.8339485016087135,0.3830597548867659
98,-3.933763,2.596272,582.4304,0.8344863310499404,0.3830751095293689
99,-3.8496989999999998,2.7767589999999998,582.3941,0.8349913411729816,0.3831113588817765
100,-4.127798,2.918392,580.7486,0.8355654330435222,0.38292421910326807
101,-4.187467,3.2559449999999996,580.8546,0.8358940856898563,0.3828636248654356
102,-4.022684,3.6208419999999997,581.1933,0.8360945526154735,0.38250978617901255
103,-3.8922049999999997,3.8437240000000004,580.2541,0.8364829300470772,0.3822493671788494
104,-3.619861,4.187286,580.007,0.8369560123272632,0.3822143861974755
105,-3.57067,4.447466,579.5019,0.8373855771045985,0.38217361430644786
106,-3.62447,4.730268,579.5086,0.8378001299160461,0.38223945984881735
107,-3.8349579999999994,5.151258,579.6116,0.837912160770291,0.38205287057984083
108,-3.868227,5.215052,578.5125,0.8388632756398829,0.38160220896014596
109,-3.5433779999999997,5.70008,578.6226,0.8391416174771876,0.3816809947706375
110,-3.5970590000000002,5.467275,579.4099,0.8390863871708076,0.3814111168400352
111,-3.512717,5.5990969999999995,579.2084,0.8391157513288393,0.38108265386589035
112,-3.2996980000000002,5.425297,580.4275,0.8393823207122084,0.38104034606411297
113,-3.320851,5.489711,580.3248,0.8396932236275122,0.38087697202744664
114,-3.3388590000000002,5.653893,581.0451,0.8398675412077813,0.38068511087975615
115,-3.242371,6.078068,582.5452,0.8398021234379959,0.3805136433114048
116,-3.161021,6.506139,583.5418000000001,0.8398644317897699,0.3801758818361072
117,-3.0724799999999997,6.295477,584.0118,0.8399075327522851,0.38022911286565064
118,-3.35011,6.342411,585.3349000000001,0.8398366569891778,0.380034959277157
119,-3.4273119999999997,6.522204,585.0853,0.840401798057728,0.37960613274741933
120,-3.081232,6.742599,585.7643,0.8403368377747806,0.37920574297805903
121,-3.069096,7.314798000000001,585.8289,0.8400412082025405,0.37923195304484747
122,-3.062499,7.0959,585.3114,0.8401588619181031,0.378977680978717
123,-2.9789380000000003,7.043392,585.5657,0.8401861993526205,0.37888933378196465
124,-2.7011220000000002,6.778951000000001,586.4064000000001,0.8398972354894998,0.3787721991719669
125,-2.608408,6.29278,586.9165,0.8399248921831026,0.3787885177350151
126,-2.633079,6.1668140000000005,586.6825,0.83956670105688,0.3788580578706163
127,-2.675363,5.796993,586.8833000000001,0.8393838583576547,0.3786343848674711
128,-3.031195,5.665967,587.0823,0.8394636340073737,0.37857700918283077
129,-3.2433300000000003,5.416606,587.7793,0.8397162897944048,0.3785156330677314
130,-3.265323,5.212152,588.1195,0.8398929014753722,0.3782381047970241
131,-3.231279,5.264041000000001,588.0373,0.8398130729909352,0.37811358593711325
132,-3.100978,4.983538,588.5899000000001,0.8391940825351982,0.3777507368770519
133,-3.2400700000000002,4.737979,588.5911,0.8393342902088919,0.3774202297503414
134,-2.889519,4.473445,588.763,0.8392070083515583,0.3771201151692932
135,-2.817738,4.011136,588.3448999999999,0.8389964085026953,0.3770125761932201
136,-2.8992449999999996,4.3756639999999996,589.287,0.839248363431287,0.37662019373896477
137,-2.755756,3.912767,589.365,0.8394001082333403,0.37675079645205195
138,-2.505716,3.6771599999999998,590.3323,0.8398410056875534,0.37650931182661074
139,-2.3128070000000003,4.157914,590.6985,0.8393897672264312,0.37644223907727037
140,-2.570605,4.27343,590.1915,0.8391878066780663,0.37605407457373596
141,-2.2592950000000003,4.64713,590.1902,0.8394443161145515,0.3757574348269149
142,-2.423437,4.226568,590.3207,0.8398331802383844,0.3756237026269943
143,-2.165994,4.40367,589.9908,0.8398048799845543,0.37528582666790106
144,-1.795893,4.597959,589.4959,0.8395988463412747,0.3750680000764644
145,-2.247948,4.747502,588.2136,0.8395426776817345,0.3747476852210713
146,-1.7194410000000002,4.556883,587.33,0.8395094995262641,0.37483868450733
147,-1.866395,4.610869,585.7760000000001,0.8396458945623644,0.37436994103097304
148,-1.317596,4.779359,585.5875,0.8395581547301859,0.37421300798808754
149,-1.3322283000000001,4.429684,584.3993,0.8397566794992972,0.37386856704097277
150,-0.98611,4.826993,583.2439999999999,0.8395870126656805,0.37393792245655416
151,-1.1797974,4.859233000000001,583.5517,0.8393915469413267,0.3734905592928908
152,-1.1970791,4.524917,582.0561,0.8393123757691298,0.3730047081474842
153,-1.2971134,4.337364,580.76,0.8395637114010382,0.37262684099552057
154,-1.584171,3.821895,580.96,0.8393071447200315,0.37226515479023037
155,-1.4705411,3.7423270000000004,581.1868000000001,0.839435341224474,0.37204785617001224
156,-1.8255960000000002,3.713503,581.7465,0.8390888106369021,0.3720141586407698
157,-1.7540289999999998,3.5800979999999996,581.3844,0.8392856604124919,0.3718799263721074
158,-2.065818,3.669351,581.9273999999999,0.8394085873596545,0.37175326850357454
159,-1.988737,4.0151699999999995,582.3248,0.8394417684567177,0.37157599942195657
160,-1.973763,4.356449,582.4929,0.839304581959744,0.37137543460463285
161,-1.845749,4.613517,583.3952,0.8394157462337001,0.37112041444249694
162,-1.6110700000000002,4.373227999999999,584.1504,0.8400238766445955,0.3708912529585077
163,-1.551744,4.087303,585.7613,0.8399626506314506,0.37048862233260554
164,-1.3622396,4.299136,585.8347,0.8400061701967807,0.37038833817466676
165,-1.3112949999999999,4.471914,586.5890999999999,0.8400133095046108,0.3699951411529541
166,-1.5005739999999999,4.532173,586.8946,0.8399220377926134,0.3697211114118874
167,-1.6977239999999998,3.9326079999999997,585.6831,0.8397567742300825,0.36929369666974626
168,-1.688655,3.611996,583.8942,0.8402288104628,0.3691889239294842
169,-1.2899903,3.4994169999999998,583.5141,0.8402867355267001,0.3691347325964855
170,-1.5244776,3.530476,583.4703999999999,0.8400663789684067,0.3688322400277881
171,-1.2761174,3.5453780000000004,581.5779,0.8403411539502494,0.36881610814155713
172,-1.2776988,3.5426949999999997,580.9856,0.8403453332919536,0.3685526612142588
173,-1.0697002,3.382205,582.0734,0.8404540104969938,0.36858147586339207
174,-0.9935312,3.381479,582.6004,0.8406127535999659,0.36861954771859795
175,-0.7370156999999999,3.2852109999999994,582.5400999999999,0.8409059067780472,0.36885660227810013
176,-0.9589518,3.165138,582.2621,0.841012276313727,0.36896536119258194
177,-0.9349601999999999,3.3140030000000005,582.704,0.8410187175226811,0.3690752410075036
178,-1.4215728,3.1138909999999997,582.9669,0.8413118245320235,0.3690372635000237
179,-1.3388550000000001,3.5068799999999998,583.1349,0.8413537858732149,0.36883488416326865
180,-1.245244,3.6517760000000004,582.9386,0.8415122998977054,0.368762319939716
181,-1.3741733,3.664929,582.6529,0.8417211728020109,0.3686597528692353
182,-1.4262205,3.9390810000000003,584.04,0.8414710263974406,0.368475543872765
183,-1.2261008,3.642915,584.2644,0.8420900561042437,0.3685047364693488
184,-1.0212109999999999,3.6492910000000003,585.8443,0.8422345183882394,0.3685745362587666
185,-0.6634624,3.7407939999999997,586.9390999999999,0.8423102574017355,0.36865197898556923
186,-0.7589081,3.586332,588.1978,0.8420996372675985,0.36875766002263866
187,-0.7552648,3.5537970000000003,588.4356,0.8424434011591353,0.3686898141843328
188,-0.7965156,3.464317,588.8224,0.8424492691203774,0.3687449490973268
189,-0.7264633,3.5165909999999996,588.2015,0.8425173990864383,0.36871699488253656
190,-0.6577159,3.639358,587.5435,0.8426365106270056,0.3686111917681982
191,-0.7254219,3.492916,586.4223,0.8427197010948018,0.3685661030593248
192,-0.6414675,3.7257040000000003,584.938,0.8429224175401678,0.3687254528810319
193,-0.5426272,3.9533430000000003,584.7225000000001,0.8429654890147885,0.3686746976047151
194,-0.5578637,4.033383,583.3975,0.8431511745038411,0.36870354532135474
195,-0.610782,4.28139,583.3009,0.8430689675124317,0.36847826804628375
196,-0.8473756,4.239535,582.5414,0.843438636587295,0.3683904111741009
197,-0.8305530000000001,4.505877,582.7262,0.8435530463498393,0.36823172101613716
198,-0.8298390000000001,4.6339950000000005,581.9667000000001,0.8438515410348535,0.36810852515939574
199,-0.8991510999999999,4.49043,581.9982,0.8439836870866705,0.36805350469875414
200,-0.9331805000000001,4.762916,582.908,0.8439266037063179,0.3680387308777343
201,-0.9939731,4.64535,583.4718,0.844399152471345,0.367827193700928
202,-0.9537086,4.948057,584.5853,0.8442492146906687,0.3679345014151233
203,-0.8492561000000001,4.757354,584.3430000000001,0.8443402363766767,0.36765566432096924
204,-1.0671306,4.57109,584.1176,0.8442317620366507,0.3676465249798586
205,-0.9318721,4.636643,584.2809,0.8441988559043414,0.36740832082612396
206,-1.2900554,4.584429,584.2455,0.8442189718187061,0.367169057348783
207,-1.0705956,4.495639,583.8512,0.8445967322619816,0.36724074087824565
208,-0.9927626999999999,4.567779,583.9193,0.8446343163500822,0.36724869942218585
209,-0.8797796,4.735667,584.7341,0.8443753415234422,0.3672583191969642
210,-0.8925763,4.665056,584.4867,0.8449079707549295,0.36738620813575584
211,-0.8739495999999999,4.6744889999999995,585.7484999999999,0.844883913920194,0.3674824857842653
212,-0.9078088000000001,5.118471,585.4662000000001,0.8448992618563305,0.3671417487217723
213,-1.0254325,5.028459,585.3772,0.8451260742118496,0.36732141478363106
214,-1.1421891,5.205264,584.9504,0.8453673835958533,0.36738220623690954
215,-1.0337823,5.61128,583.0809,0.8458080040060307,0.36736431893037574
216,-1.2108869,5.397502,583.5378000000001,0.845524684365032,0.36752900871003524
217,-1.0532192,5.170638,583.9275,0.8456622509695885,0.3674991529867853
218,-1.01589,5.430702999999999,583.1218,0.8456457628186518,0.36733271498097325
219,-0.9472908999999999,5.466307,583.9849,0.8459409412788075,0.367223810669029
220,-0.9718861000000001,5.605376000000001,584.1679,0.8459496615687676,0.36704376183636683
221,-0.9297373999999999,5.825013,583.9341999999999,0.8463372580277702,0.3667622136311359
222,-0.7833606,5.868951,584.768,0.8463579941258986,0.36686591863889545
223,-0.8557577999999999,5.874788000000001,583.6663000000001,0.8465537862791557,0.36668914554472387
224,-0.8855947000000001,6.119149999999999,583.9347,0.8465113754140839,0.36669616580995096
225,-1.2288689,6.3159019999999995,583.7791,0.8466236059504781,0.3666817491945146
226,-1.0336102999999999,6.098115,583.8784,0.846627035793194,0.3667062837941434
227,-1.2871745,6.075458,583.0241,0.8466154671826512,0.3665518314557017
228,-1.1780054,5.721882,582.0690999999999,0.846587184098666,0.3663253784646411
229,-1.1497220000000001,5.588414,581.3630999999999,0.8466360446355623,0.36626876995349467
230,-1.0424025000000001,5.427325,582.1339,0.8464741397394862,0.3661553117469753
231,-1.0388344999999999,5.71423,582.4991,0.8465247162427992,0.3660976590331395
232,-0.8327424000000001,5.696885,583.5681,0.846341748000914,0.36594188787868076
233,-0.7890941,5.914678,583.5793,0.846512537097183,0.36574526489682047
234,-0.7255083,6.025765,583.7589,0.8468089836752621,0.3657841465936082
235,-0.51060479,6.2836,583.7635,0.8468962387559215,0.36554279688778873
236,-0.478505,6.525704999999999,584.4846,0.84679264766022,0.36549507689835714
237,-0.48987949999999997,6.404437,584.8417999999999,0.8468849044865727,0.36563767652700774
238,-0.48724716,6.536941000000001,584.5136,0.8467833307796135,0.3656947589599845
239,-0.6198710000000001,6.172172,584.6048000000001,0.8469287256070223,0.3656233667295755
240,-0.7996262,6.170204,585.6996,0.8467249641132577,0.3657914284684063
241,-0.7916375999999999,6.134310999999999,585.8083,0.8465444357840338,0.36564627537526795
242,-0.7336085999999999,6.381727,584.8548,0.8468198591601521,0.36560708065129177
243,-0.6969604,6.081677,584.7221999999999,0.8470690393507241,0.3654513662838541
244,-0.5685509,5.965438000000001,584.4812,0.8468717457661155,0.36536337650335493
245,-0.5992067000000001,6.135968,583.8887,0.8470222040107963,0.36506932535013903
246,-0.45720609999999995,5.980732,583.0868,0.8470720506715772,0.3649937795725668
247,-0.27565889,5.963058,583.3978,0.8467659981124289,0.3646506480934822
248,-0.10241238000000001,6.0028999999999995,583.4888,0.8464505513256263,0.3643269269463571
249,0.1324175,6.008239,582.8435000000001,0.8464509914724833,0.3643441355567235
250,0.24034404999999998,5.787042,583.175,0.8465172855605447,0.36449731427420123
251,0.2197813,5.663021,584.6809000000001,0.8463883848453412,0.36448314585791697
252,0.2035896,5.711710999999999,585.0577999999999,0.8462320685700453,0.36451614876199623
253,0.09439552,5.496974,584.8856,0.846829967088674,0.3646399430022567
254,0.28540041,5.551719,585.5676000000001,0.8462951462647326,0.3646770097781964
255,0.10446149,5.678651,584.2403,0.8463582826314477,0.3647479114199123
256,0.14713020999999998,5.677355,584.5532000000001,0.846347458719185,0.36466995905417965
257,0.060406119999999994,5.589929,585.1335,0.8463375437437014,0.36489599508861026
258,0.04524026,5.491670000000001,586.5116,0.8463083194476908,0.3649106253798816
259,0.2867272,5.6638649999999995,585.673,0.846228154886717,0.3649209158202937
260,0.08326289,5.794849999999999,585.033,0.846410025862258,0.3647917879075259
261,0.23012785,6.026638,584.8814,0.8462237291091814,0.36492258916819675
262,0.26496296999999996,6.130074,585.4558,0.8460891915536468,0.36504986175067555
263,0.3054172,6.003022,586.2895000000001,0.8460662276642588,0.36516647822585885
264,0.3850655,5.896694,586.4443,0.8459087438109348,0.3653231275987981
265,0.5271066,5.937799,586.8529000000001,0.8458200684399835,0.365499598453861
266,0.3345431,5.891247,587.4308,0.8456505242140795,0.36569325989933377
267,0.37192170999999996,5.785694,587.8214,0.8456574737264757,0.3656966552457747
268,0.251007,5.586182,589.3402,0.8449426059221764,0.3657354729540596
269,0.30323338,5.647914,588.3496,0.8452077055427123,0.36601558872939505
270,-0.10175254,5.553946,589.1676,0.844875385867838,0.36647124164345507
271,-0.04789066,5.947303,588.8642,0.8447008196001299,0.366712672689053
272,-0.26310848,5.835877,588.4603,0.8441230735075331,0.36712849436055295
273,-0.31111963,5.905919,587.5656,0.8437727892808498,0.36743599905667457
274,-0.3726549,5.856183,586.6551000000001,0.8434610279144248,0.3676495848551371
275,-0.5673968,6.050203,586.286,0.8431407935200859,0.36805333437437193
276,-0.6593666,6.032242,586.7808,0.8425357471933387,0.3682769518052439
277,-0.9536545000000001,5.815714,586.8862,0.8423108823375758,0.36857749992908223
278,-1.1803489,5.723786,586.6823999999999,0.8420088938821284,0.3687995742969783
279,-1.3487267,5.254169,586.0676,0.8412363744618798,0.36945714186076084
280,-1.642719,5.016167,584.784,0.8404777527103917,0.3696316242225314
281,-1.67929,4.331615,584.2967,0.8396194240445528,0.36995809803679397
282,-1.852749,3.807348,582.3504,0.8393153571665503,0.3702250761357119
283,-2.092984,3.5199309999999997,582.5238999999999,0.8388114427161367,0.3706790872496336
284,-2.201734,3.157824,580.8901,0.8384707777654403,0.37096552482375234
285,-2.2441389999999997,3.107504,580.1418,0.838075452003749,0.3714409684079379
286,-2.594596,3.060917,579.4644000000001,0.8378891993222704,0.3717012751053969
287,-2.699541,3.1424659999999998,579.6922000000001,0.8374712230595502,0.37210705865151794
288,-2.72987,2.9601800000000003,579.6951,0.8370476746576088,0.37255068235705324
289,-2.99471,2.95416,580.4761000000001,0.8370648873477003,0.3728810300009071
290,-3.276384,2.9717,580.9576,0.8368488991981241,0.3734281703164046
291,-3.688704,3.005827,581.9936,0.8365997540720018,0.3737735768493907
292,-3.798411,3.203145,582.6644,0.8363903335728249,0.3741242739507824
293,-3.8153840000000003,3.427883,583.414,0.8364864313725635,0.3742906743047046
294,-3.914884,3.490134,584.0905,0.8366073326687207,0.37443716699765384
295,-3.6006569999999996,3.8454369999999995,585.5845,0.8365547218560596,0.37455004528604957
296,-3.671089,4.158571,587.5165,0.8364438220607384,0.37464851158636453
297,-3.5384059999999997,3.969813,588.682,0.8364080190474574,0.3749794986017292
298,-3.254882,4.058422,588.2834,0.8365246378944882,0.37511817572499484
299,-3.2292009999999998,3.9781750000000002,588.3943,0.8364697085859234,0.37519915535861104
300,-3.4803669999999998,3.8215589999999997,588.2579,0.8363975799640446,0.3752071269021171
301,-2.99264,3.515764,587.2807,0.8366363724399773,0.3752955034885974
302,-2.994848,3.2030760000000003,588.0766,0.8363339221490564,0.37540248775436474
303,-3.043881,3.254137,587.9896,0.8360873549821107,0.3754249363864931
304,-3.077643,2.952032,587.736,0.836412466420122,0.37563189018151577
305,-3.017629,3.076014,588.3655,0.8362860061669928,0.3755687130339189
306,-3.056833,2.929523,586.4499,0.8364998795713257,0.37564492187736254
307,-2.994144,3.2526859999999997,586.0074999999999,0.8365862046050389,0.37579620290774784
308,-3.130776,3.29398,586.2307,0.8366002622488444,0.37583221932970545
309,-3.100361,3.294887,586.2683,0.8366912085937607,0.37541932580741866
310,-2.9743679999999997,3.0952159999999997,586.6054,0.8366183281648754,0.37566908357403567
311,-2.651134,3.227977,586.6083000000001,0.8368805518383153,0.37562976948002835
312,-2.650263,2.714805,587.0679,0.8368435713308395,0.3756480630462972
313,-2.5840129999999997,3.0074940000000003,585.9467999999999,0.8368325950526243,0.3756066825506919
314,-2.370899,2.873415,587.5781,0.8366184473587213,0.3756942982501753
315,-2.293858,2.8669640000000003,588.0785,0.8362093955312273,0.375853548463751
316,-2.2719650000000002,2.8088,587.1798,0.8368058738610188,0.37569395893248664
317,-2.3277229999999998,2.8348649999999997,586.855,0.8370444694168571,0.3758218570526224
318,-2.407336,2.760782,586.6265999999999,0.8368808718252947,0.37572114473492996
319,-2.033341,3.192062,584.6659,0.8371253287325414,0.37577881336938007
320,-2.13902,3.1641179999999998,582.354,0.8368466924428406,0.37583208117355615
321,-2.081699,3.307645,580.7828999999999,0.8367808062843473,0.37581080366150693
322,-2.25116,3.112332,578.4125,0.8367523375243741,0.3758614894761456
323,-2.007372,2.878037,577.9374,0.8364023347769025,0.37610401101160656
324,-2.736657,2.872941,575.6269,0.836688615453402,0.3758227426560047
325,-2.13632,2.591472,574.5657,0.8367079916432394,0.3758244654930213
326,-2.503241,3.132359,573.5252,0.8364335782398558,0.37549884386038085
327,-2.421189,3.135284,573.8079,0.8364213031470081,0.37510645371308404
328,-2.218514,3.212249,572.9421,0.8364650945489384,0.3748027804625055
329,-2.200777,3.1639720000000002,573.0313,0.8366205597425939,0.37414414334567886
330,-1.7251470000000002,3.160398,573.1739,0.836873557387326,0.3738946059323317
331,-1.2890785,2.8499290000000004,574.9926,0.8368835070817002,0.3736464078945033
332,-0.8587785,3.236338,577.9413000000001,0.836855019392333,0.37331431976470264
333,-0.5982737,3.3740809999999994,580.2558,0.8368700723537327,0.37314539784412065
334,-0.19801099,3.231255,582.3741,0.8367590814797016,0.3730777438214626
335,0.13197882,3.523029,584.546,0.8367926130224277,0.37277133530323503
336,0.0484922,3.6181080000000003,585.8879,0.8369273986550091,0.372554806287051
337,0.2729478579,3.6944090000000003,587.1243000000001,0.836841619050799,0.3727580639324215
338,0.41812232,3.6036410000000005,586.9475,0.8367140482892305,0.37246383365917823
339,0.33023749,3.441514,586.0291,0.8367598824236584,0.3723957081263639
340,0.2859449,3.742203,585.8701,0.8365282135403656,0.37157749588439126
341,0.6689022,3.856832,585.1639,0.8366954990402755,0.3709771939444312
342,1.0345796999999999,3.69448,584.8997999999999,0.8365974275160996,0.3703919060035458
343,1.2544187,3.6795540000000004,583.2908,0.836775422874615,0.369685093667245
344,1.817343,3.818378,585.0222,0.8361102168462077,0.3688130975363645
345,2.4117249999999997,3.9662610000000003,584.0177,0.83633695760035,0.36783218014264013
346,3.4198949999999995,4.233669000000001,584.1743,0.8360530323671058,0.3669312292308102
347,4.20714,4.481881,584.5808,0.8356863162982551,0.3657244730411651
348,5.070239,4.754044,584.6342000000001,0.8355324343104702,0.3645766580284408
349,5.972112,4.840749,584.1568,0.8354546852614767,0.36351993324862314
350,6.6236239999999995,4.372647,583.929,0.8351534416590013,0.36234197918123867
351,7.403582,4.053006,584.0663999999999,0.8348277783144475,0.36163525004718944
352,8.12867,4.014405,584.4228,0.8345877995704762,0.3608904606750566
353,8.604629,3.8085099999999996,584.6510999999999,0.8339359252509674,0.35985093678636304
354,9.032422,3.798889,584.9499,0.8337209877719921,0.35862688095061374
355,9.631114,3.227183,585.1317,0.8336794554536576,0.3574236564461534
356,10.237474,3.244209,584.2774000000001,0.8333225034102159,0.3564179906595808
357,10.85669,3.118153,584.1978,0.833058397293958,0.35576752764806113
358,11.79159,2.6391881,582.8142,0.8327212822752095,0.35526938934976016
359,12.23954,2.5181846,582.3407,0.832626237517298,0.35492733486522077
360,12.52426,2.4622070000000003,581.5088,0.832881011252827,0.35501707297353924
