Frame,SubFrame,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z
913,0.0,757.512024,182.304703,914.062866,730.358398,472.58313,915.493103,967.695496,347.188171,824.893188,873.737732,324.820953,1458.030884,860.730957,155.434418,828.507568,756.586243,275.923279,474.500122,891.008789,253.470276,70.015396,915.371826,271.379456,23.096369,743.085205,289.109497,24.522532,695.619568,243.258194,18.96751,778.744019,204.101105,17.304829,895.188416,340.36676,18.048502,865.593811,509.454498,823.907898,719.665588,412.452545,479.749756,838.369568,451.693878,72.914291,855.545044,440.037323,19.317875,688.783142,396.134399,26.602779,636.669128,435.299408,20.177809,719.702942,484.855927,18.911312,841.755371,372.177307,21.364353
914,0.0,758.309631,181.54451,913.783386,731.610046,471.855164,915.698181,968.596985,346.120911,824.93634,874.171509,323.312927,1458.312378,861.424377,154.67067,828.418091,757.341736,275.160736,474.49527,891.000488,253.346985,69.880966,915.394653,271.309204,23.025354,742.986328,289.105865,24.747715,695.623108,243.213074,18.969076,778.809998,204.017685,17.245224,895.483215,339.309723,18.393297,866.867798,508.904388,824.265808,719.686218,411.897247,479.993774,838.379395,451.703644,73.077492,855.516479,440.028595,19.372334,688.838684,396.165863,26.668468,636.827637,435.281097,20.35956,719.629822,484.669281,19.199242,841.73468,372.164124,21.53163
915,0.0,759.119873,180.773697,913.536133,732.852051,471.167175,915.892883,969.564514,345.161133,825.002197,874.774597,321.624939,1458.406006,861.998352,153.879608,828.375854,758.066101,274.468201,474.458649,890.994873,253.238647,69.743057,915.443054,271.245209,22.975985,742.950806,289.023804,24.726551,695.593872,243.205948,18.936115,778.862061,203.886642,17.172979,895.669189,339.455536,18.41758,868.228821,508.148132,824.35791,719.552734,411.391327,480.259308,838.449402,451.639832,73.26947,855.596252,439.970062,19.560377,688.906982,396.204987,26.759878,637.019226,435.220154,20.577883,719.610474,484.380493,19.33774,841.749573,372.181122,21.592419
916,0.0,759.736938,180.15892,913.330933,734.205505,470.556732,916.108887,970.555237,344.15802,825.125854,875.305481,319.908325,1458.505127,862.512146,153.111221,828.313232,758.766846,273.915344,474.481323,890.992249,253.130707,69.665115,915.510193,271.233856,22.957132,742.932678,289.007263,24.75806,695.157837,243.384079,18.997183,778.901672,203.826416,17.135834,895.919922,339.399536,18.936007,869.644226,507.15332,824.245972,719.370605,410.996765,480.572723,838.462891,451.533417,73.528557,855.59436,439.931061,19.678791,689.068481,396.241241,26.913069,637.255249,435.176941,20.913179,719.605164,484.009308,19.658354,841.725769,372.203918,21.740738
917,0.0,760.319153,179.573883,913.094055,735.551514,470.032013,916.351624,971.523071,343.145203,825.173401,875.426147,318.74173,1458.513306,862.975586,152.359909,828.176086,759.51709,273.580566,474.499542,891.014038,253.080582,69.576347,915.52124,271.20166,22.922031,742.984619,288.984131,24.66466,695.148804,243.378036,19.002573,778.967712,203.774078,17.118471,896.403442,339.741577,18.321842,871.059387,506.34198,824.312012,719.087036,410.626129,480.911926,838.570862,451.463715,73.80558,855.659424,439.838745,19.902666,689.228943,396.286011,27.069532,637.432129,435.102844,21.298622,719.610046,483.667328,19.973936,841.764587,372.172241,21.953377
918,0.0,760.780701,179.022491,912.916382,736.870667,469.493195,916.533142,972.421265,342.121063,825.252502,876.257568,316.909515,1458.69397,863.41394,151.569641,828.000793,760.387695,273.24765,474.463013,891.049744,252.999985,69.533356,915.487671,271.167633,22.876221,742.949951,288.988251,24.689444,695.091675,243.405777,18.998821,778.978271,203.69397,17.137341,895.805725,339.639832,18.678089,872.471375,505.525543,824.487793,718.666138,410.325623,481.217804,838.702759,451.432251,74.167084,855.730469,439.739197,20.13755,689.390503,396.414215,27.235682,637.579224,435.045441,21.812601,719.732483,483.211884,20.285227,841.745117,372.149384,22.17749
919,0.0,761.168152,178.55899,912.733582,738.286255,469.003601,916.752808,973.287537,341.044708,825.33197,876.745361,315.38147,1458.832031,863.727722,150.959854,827.911133,761.109314,272.947632,474.525208,891.028809,252.96524,69.458298,915.513855,271.158081,22.888985,742.986206,288.981262,24.641323,695.009277,243.498352,18.989342,778.944702,203.70134,17.101627,895.869202,339.501465,18.736353,873.772461,505.015442,824.946106,718.09259,410.055939,481.610687,838.929199,451.504791,74.638306,855.820068,439.676056,20.410372,689.63031,396.539703,27.46121,637.841797,434.989532,22.457996,719.763733,482.886749,20.841856,841.786987,372.12973,22.458746
920,0.0,761.460388,178.109604,912.623657,739.641846,468.525055,917.065674,974.238647,339.995789,825.392212,877.16394,314.013,1458.939819,863.984253,150.263885,827.796631,761.732483,272.676392,474.550842,891.052734,252.965714,69.358673,915.497314,271.182434,22.849421,743.054016,288.912689,24.438702,694.931763,243.562424,18.955723,779.025208,203.685852,17.049038,895.911987,339.485413,18.709761,875.176636,504.334869,825.192932,717.493347,409.836151,482.039154,839.135254,451.483551,75.07637,855.873535,439.655151,20.724073,689.899658,396.75647,27.838243,638.196899,434.994659,23.306694,720.105896,482.42865,21.104948,841.798889,372.110718,22.781424
921,0.0,761.789124,177.665558,912.432617,741.031677,468.167999,917.39502,974.964539,338.846893,825.489807,877.640198,312.574799,1459.044434,864.131836,149.467606,827.700317,762.285156,272.365295,474.600769,891.128967,252.90477,69.33226,915.478516,271.192902,22.836964,742.965576,289.001282,24.590134,694.871094,243.555069,18.956013,778.989807,203.696991,17.10078,895.754395,339.45636,18.411842,876.550049,503.491943,825.309937,716.750916,409.674286,482.566681,839.367981,451.377106,75.473412,856.04126,439.611115,21.12665,690.178772,396.976593,28.238979,638.635925,434.897461,24.15089,720.392517,482.042999,21.556993,841.961548,372.104004,23.101675
922,0.0,762.032593,177.265167,912.249451,742.312744,467.773407,917.700439,975.677734,337.79715,825.600037,877.96936,311.219116,1458.991943,864.260864,148.766876,827.520569,762.826294,272.170319,474.607178,891.080444,252.919312,69.252815,915.498901,271.188873,22.834002,743.131714,288.945984,24.397896,694.771729,243.626877,18.945305,779.020996,203.699722,17.065706,895.86676,339.532745,18.50823,877.809875,502.712311,825.586548,715.968994,409.548798,483.05545,839.618469,451.249023,75.844162,856.08075,439.608978,21.56513,690.422607,397.134033,28.652258,639.062073,434.865753,25.098989,720.511108,481.738403,22.213762,842.127625,372.187439,23.460232
923,0.0,762.309204,176.906067,912.049133,743.597107,467.419678,918.09436,976.395203,336.812988,825.654907,878.777832,309.565887,1459.228027,864.330261,148.13765,827.414124,763.292236,272.046661,474.580231,891.103638,252.900116,69.235939,915.48645,271.184082,22.839428,742.999084,288.974701,24.414082,694.687012,243.707321,18.901001,779.004822,203.664001,17.034723,895.806274,339.515381,18.411802,879.004211,501.944366,825.800964,715.194519,409.465179,483.648865,839.877869,451.439575,76.570885,856.12915,439.740692,21.849012,690.779358,397.12149,29.121901,639.43866,434.852631,26.040312,720.978638,481.347504,22.536209,842.304993,372.212494,23.839888
924,0.0,762.475525,176.483383,911.895691,744.811523,467.066833,918.516174,977.121155,335.804962,825.693542,879.041077,308.602844,1459.471802,864.506226,147.487823,827.305237,763.598389,271.894867,474.569214,891.112488,252.830475,69.227844,915.461548,271.175751,22.841965,743.0177,289.005951,24.35063,694.539368,243.710571,18.93527,779.000854,203.639038,17.018702,896.017883,339.924469,17.819759,880.252502,501.029327,825.709717,714.348389,409.322754,484.286469,840.030457,451.422699,77.002716,856.36145,439.773285,22.442829,691.132324,397.163544,29.500345,639.856201,434.800995,27.018414,721.134155,481.019348,23.064421,842.443542,372.300385,24.236067
925,0.0,762.653625,176.092316,911.812927,745.879395,466.621338,918.947754,977.767517,334.873627,825.730957,879.549744,307.393494,1459.617798,864.584717,146.852585,827.209778,763.774414,271.726196,474.634735,891.021912,252.810242,69.16069,915.454041,271.127563,22.820543,742.826904,289.082733,24.485247,694.459167,243.758713,18.828957,779.004883,203.651703,17.021711,895.862427,339.49408,18.554478,881.16095,500.638672,826.407104,713.55896,409.156006,484.856445,840.151306,451.400879,77.417892,856.489563,439.879974,22.885618,691.336853,397.052124,30.047045,640.189575,434.729279,28.059752,721.946716,480.512665,22.988262,842.643982,372.443359,24.617971
926,0.0,762.926819,175.676025,911.637939,746.931702,466.287628,919.419434,978.20282,334.016785,825.766357,880.015076,306.208344,1459.955322,864.687439,146.306061,827.098145,763.862976,271.621033,474.723816,891.008057,252.794144,69.157196,915.434143,271.141876,22.826899,742.87207,289.072144,24.523985,694.366821,243.827774,18.856245,779.021606,203.609909,17.02438,896.191833,339.574493,19.010832,882.224731,499.722656,826.260864,712.849609,409.041046,485.456421,840.263123,451.487152,77.928886,856.511353,439.954407,23.238365,691.568665,397.2341,30.604284,640.488525,434.744812,29.109678,722.203064,480.320404,23.434549,842.70343,372.571899,25.114277
927,0.0,763.206116,175.260223,911.555847,747.81604,465.829926,919.899536,978.739807,333.230835,825.703064,880.432373,305.116089,1460.098267,864.795776,145.746826,826.922729,763.940369,271.492523,474.756134,891.011108,252.779938,69.143616,915.436096,271.134369,22.776493,743.008606,289.000977,24.325466,694.282776,243.830978,18.838015,778.991089,203.629517,17.003752,895.795105,339.637299,18.561136,882.980835,499.247864,826.635498,712.084473,408.879608,486.049042,840.448853,451.720612,78.599892,856.571655,440.083191,23.603268,691.859253,397.45575,31.237398,640.871521,434.943237,30.204082,722.373596,480.199707,23.854235,842.773865,372.743927,25.664631
928,0.0,763.468506,174.822357,911.492126,748.616699,465.331177,920.439575,979.087585,332.559784,825.690613,880.802368,304.118469,1460.15332,864.979065,145.238922,826.800171,763.848877,271.376068,474.863251,891.048279,252.799866,69.113235,915.416321,271.148102,22.816536,742.746338,289.090729,24.481516,694.209045,243.885391,18.846848,778.951904,203.658646,17.008995,896.690857,338.591766,19.069933,883.620605,498.715851,826.878967,711.507568,408.83429,486.599091,840.615662,452.075653,79.20546,856.778625,440.272919,23.992945,692.074524,397.649048,31.880413,641.205933,435.098236,31.222157,722.645447,480.179382,24.408936,842.963501,372.940552,26.109737
929,0.0,763.660767,174.365479,911.512146,749.316895,464.774597,920.886353,979.419861,331.966614,825.695129,881.212463,303.153107,1460.33667,865.112061,144.782715,826.66449,763.944275,271.17984,474.983826,891.023438,252.794388,69.125336,915.367554,271.147003,22.796619,742.742737,289.082581,24.443306,694.134094,243.903,18.815739,778.96759,203.70723,17.002615,898.812988,338.350281,20.037373,884.155579,498.261871,827.112732,710.692932,408.604645,487.148865,840.830627,452.241852,79.677483,857.025696,440.540863,24.491629,692.336243,397.711609,32.37698,641.612244,435.298584,32.263336,722.939941,480.170441,24.850927,842.368103,372.746155,27.220387
930,0.0,763.904541,173.884628,911.475952,749.957214,464.244354,921.285583,979.694885,331.405762,825.641846,881.752991,302.257935,1460.505981,865.270203,144.386612,826.555481,763.697937,271.205048,474.974091,890.987671,252.829041,69.090134,915.390686,271.156525,22.864725,742.711853,289.13501,24.432169,694.048767,243.975494,18.807598,778.967834,203.716522,17.027014,896.613342,338.615784,19.011614,884.578979,497.845032,827.391235,709.876099,408.379761,487.672333,841.164856,452.520233,80.237251,857.363831,440.861481,25.02066,692.774292,397.832794,33.131477,642.140564,435.506226,33.100677,723.377747,480.249847,25.347124,843.421021,373.348877,27.061653
931,0.0,764.149109,173.366501,911.500732,750.494873,463.646881,921.712646,979.915466,330.965118,825.603027,882.032593,301.401367,1460.33606,865.431763,144.010986,826.407349,763.520569,271.164185,474.949341,890.903442,252.860428,69.093941,915.380737,271.167389,22.866638,742.671021,289.220001,24.370794,693.999634,243.97171,18.743189,778.975769,203.72493,17.029985,898.858154,338.337036,20.124371,884.893677,497.445435,827.646912,709.105591,408.139648,488.125031,841.617676,452.860168,80.758499,857.8703,441.281433,25.577906,693.37561,397.950897,33.435818,642.778076,435.728882,33.908169,723.986694,480.285492,26.123602,843.955872,373.690216,27.427462
932,0.0,764.393372,172.814987,911.431396,750.898315,463.051636,922.08783,980.176086,330.609558,825.50708,882.623047,300.669037,1460.64502,865.656189,143.650101,826.2099,763.37677,271.062012,474.909393,890.877441,252.850739,69.112839,915.339539,271.213837,22.886864,742.763977,289.158173,24.229069,694.011841,243.942459,18.706535,778.88269,203.752914,17.053902,896.58667,338.718323,19.081505,884.986023,497.283142,828.172668,708.294922,407.716095,488.524933,842.191284,453.131409,81.312973,858.663574,441.699341,26.224689,694.176331,398.39447,33.756863,643.505066,436.137604,34.591957,724.802063,480.51001,26.944426,844.526917,374.032013,27.674921
933,0.0,764.709595,172.355286,911.328247,751.271484,462.513855,922.481079,980.363403,330.273773,825.367676,883.075562,299.819489,1460.660767,865.792358,143.294281,826.032776,763.098083,270.955658,474.891022,890.851379,252.868408,69.103172,915.318604,271.213898,22.917978,742.602844,289.272919,24.326166,693.968384,243.999359,18.714159,778.916992,203.811615,17.030685,898.857971,338.353485,20.160158,885.243652,496.72464,828.057068,707.493286,407.289856,488.918762,842.971252,453.520966,82.009148,859.543396,442.047363,26.83791,694.935852,399.037842,34.056339,644.439331,437.01178,35.099174,725.854126,481.108704,27.668236,845.232849,374.399841,27.840096
934,0.0,764.892944,171.818054,911.268494,751.552002,462.013702,922.858093,980.515381,329.93811,825.20575,883.514709,299.247528,1460.789063,865.939575,142.884918,825.836182,762.854065,270.892548,474.922943,890.795166,252.879028,69.106995,915.292358,271.21521,22.886566,742.560791,289.303589,24.285952,693.899414,243.995087,18.697653,778.85321,203.820801,17.016687,896.203613,338.812317,18.693336,885.343262,496.450775,828.213257,706.837891,406.891479,489.288879,843.789612,453.801025,82.483574,860.642517,442.501617,27.422419,695.886719,400.049774,34.326904,645.514587,438.307007,35.624264,727.058533,481.948822,28.47714,846.053345,374.804535,28.035645
935,0.0,765.153198,171.37085,911.221985,751.801147,461.527832,923.182312,980.682251,329.717133,825.020386,884.074402,298.46814,1460.727661,866.020935,142.547928,825.698853,762.604492,270.840851,474.968414,890.745117,252.878693,69.088539,915.253479,271.184143,22.938663,742.486938,289.347076,24.289745,693.797241,244.039398,18.669521,778.856506,203.795929,17.021082,896.520691,338.683441,19.029663,885.369568,496.171448,828.306946,706.62561,406.645081,489.500366,844.767151,454.03476,82.903206,861.791016,443.006195,27.991217,696.77832,401.249573,34.575081,646.552795,439.614929,36.166145,728.335754,482.96048,29.187605,846.82019,375.228302,28.206394
936,0.0,765.158875,170.960922,911.315918,751.97876,461.014801,923.438782,980.708801,329.441559,824.844666,884.424988,297.859589,1460.704834,866.09021,142.271225,825.546448,762.384094,270.713776,474.972504,890.738098,252.882126,69.096741,915.263611,271.203094,22.944862,742.594238,289.349365,24.187962,693.80603,244.033951,18.651054,778.819824,203.829849,17.068411,896.497742,338.731995,19.070616,885.325012,495.970001,828.459229,706.106689,406.340454,489.674774,845.735962,454.552185,83.386276,862.89917,443.388733,28.45643,697.697205,402.421509,34.800549,647.654358,441.165558,36.548763,729.496338,484.206146,30.228922,847.52655,375.72406,28.291042
937,0.0,765.216553,170.504959,911.313293,752.060974,460.478912,923.62439,980.724365,329.185394,824.745422,884.858398,297.371368,1460.791992,866.088196,141.980301,825.428772,762.238831,270.679596,474.978058,890.724731,252.95636,69.087524,915.176025,271.221283,22.919439,742.590332,289.329956,24.073658,693.79541,244.036743,18.656246,778.821289,203.866211,17.050556,896.444336,338.720367,19.062958,885.253967,495.729858,828.539795,705.434692,406.044281,489.845276,846.733765,454.939117,83.708046,863.964111,443.972748,28.83436,698.548401,403.680328,34.963703,648.70166,442.710205,36.819057,730.734863,485.183136,30.635668,848.326904,376.343323,28.415396
938,0.0,765.283691,170.077805,911.324829,752.078552,460.097717,923.759949,980.668762,328.899536,824.625732,884.997009,297.128876,1460.596069,866.046814,141.656265,825.368835,762.595825,270.508362,475.0896,890.703552,252.969925,69.08812,915.226624,271.224884,22.967453,742.569275,289.390106,24.162754,693.784424,244.040497,18.640388,778.805847,203.904297,17.066572,896.474487,338.778809,19.064035,885.158875,495.476593,828.612732,705.268616,405.980408,489.861572,847.660828,455.447052,84.069839,864.925232,444.613403,29.199799,699.479919,405.023163,35.133949,649.716003,444.212006,37.007847,732.162781,486.323761,30.971428,849.150635,377.026581,28.433813
939,0.0,765.312988,169.714401,911.303833,752.000183,459.69455,923.826233,980.556824,328.644409,824.542175,885.495056,296.678101,1460.633667,865.980408,141.350113,825.292114,762.541199,270.765778,474.74469,890.653992,252.98172,69.065453,915.145203,271.271362,22.94702,742.400757,289.459412,24.278564,693.779175,244.024948,18.662333,778.837219,203.892227,17.025944,896.49231,338.775055,19.076162,885.038269,495.199768,828.655762,705.216919,406.065918,489.831451,848.586365,456.084717,84.229424,865.921265,445.222717,29.339083,700.223267,406.163696,35.27047,650.654053,445.696045,37.234634,733.07074,487.398468,31.533983,849.863464,377.716919,28.27416
940,0.0,765.173584,169.364319,911.307434,751.90564,459.360413,923.853821,980.421021,328.356781,824.416504,886.191895,296.08847,1460.602051,865.847229,141.025421,825.246765,762.795776,270.276947,475.065399,890.669434,252.9729,69.066177,915.188049,271.255707,23.014387,742.567505,289.376068,24.063715,693.74292,244.111053,18.667776,778.852783,203.944077,17.064676,896.44165,338.780182,19.061216,884.834473,495.066315,828.889038,705.280029,406.142548,489.717041,849.381714,456.512329,84.223297,866.784058,445.972473,29.43906,700.990295,407.3172,35.257149,651.542603,447.02533,37.447521,734.348694,488.315826,31.592638,850.561829,378.423553,28.126553
941,0.0,765.008667,169.0672,911.276489,751.788879,459.08136,923.83075,980.262146,328.033142,824.283508,886.619019,295.787262,1460.371948,865.677856,140.712524,825.226807,762.948547,270.130768,475.041931,890.760132,252.865875,69.063919,915.158386,271.225433,22.926001,742.392212,289.490295,24.279099,693.765015,244.103409,18.621683,778.796814,203.868988,17.058687,896.463867,338.751038,19.05208,884.782104,494.759491,828.832947,705.431152,406.310211,489.559906,850.200623,457.30896,84.390656,867.546448,446.707642,29.488396,701.74585,408.437469,35.262333,652.353577,448.189484,37.523312,735.038086,489.397217,31.996071,851.352539,379.199677,27.974861
942,0.0,764.867371,168.751755,911.295959,751.660522,458.809052,923.714294,980.038025,327.648254,824.171753,886.998474,295.546234,1460.213501,865.455444,140.363434,825.225403,763.090637,269.949371,475.032135,890.718384,252.861374,68.996185,915.195313,271.215607,22.946007,742.449646,289.472778,24.260921,693.78125,244.126984,18.617722,778.822144,203.890808,17.056492,896.492371,338.688171,19.082996,884.706543,494.444031,828.737976,705.629761,406.470245,489.31076,850.941223,457.878479,84.387482,868.145569,447.382568,29.246725,702.444214,409.269562,35.109146,653.00061,449.148895,37.452808,735.819153,490.248138,32.087536,852.023193,379.832794,27.620493
943,0.0,764.604126,168.492767,911.290527,751.471497,458.550018,923.532227,979.81604,327.194702,824.028503,887.274963,295.380463,1460.040283,865.198608,140.01123,825.236694,763.346985,269.846069,474.933167,890.767883,252.779907,68.987259,915.216003,271.171326,22.875998,742.599976,289.408478,24.049837,693.802612,244.115143,18.611038,778.833923,203.903809,17.020077,896.51709,338.704529,19.063877,884.640686,494.155212,828.635376,705.889526,406.593414,488.990173,851.579224,458.407288,84.159119,869.000488,448.103149,29.342373,703.177979,409.96759,34.838997,653.835205,449.985535,37.042999,736.586243,490.94104,31.996523,852.771545,380.535767,27.410044
944,0.0,764.369751,168.244186,911.28894,751.342896,458.331757,923.310852,979.5755,326.83194,824.007202,887.664124,295.192535,1459.897095,864.908936,139.65918,825.231384,763.145569,269.765137,474.847931,890.740112,252.757431,68.962288,915.247742,271.154907,22.864597,742.441101,289.466705,24.236814,693.80896,244.120132,18.623053,778.8573,203.877609,17.025154,896.513611,338.710938,19.097889,884.519836,493.884644,828.495483,706.553894,406.924591,488.577484,852.269592,459.176361,84.088982,869.794006,448.692993,29.139553,703.945068,410.612152,34.52317,654.497681,450.593933,36.458324,737.287109,491.696045,31.630579,853.490723,381.240845,27.304136
945,0.0,764.030273,168.055023,911.302917,751.160645,458.167999,923.060974,979.339417,326.384338,823.90625,887.981873,295.125824,1459.70105,864.559509,139.302704,825.244507,763.333801,269.59613,474.783051,890.723999,252.735352,68.888794,915.260864,271.148224,22.859518,742.438599,289.487946,24.230272,693.773254,244.102417,18.612867,778.829346,203.881119,17.000174,896.516663,338.697662,19.182943,884.549133,493.341431,828.013,706.841431,407.164185,488.201843,852.827515,459.667664,83.845139,870.42688,449.304626,28.93261,704.625244,411.095612,33.922729,655.012451,451.087921,35.771423,737.84082,492.16391,31.161425,854.233215,381.835938,27.12681
946,0.0,763.577881,167.968933,911.340759,751.058289,458.089661,922.781372,979.136597,325.989014,823.766968,888.024536,295.312927,1459.415527,864.194824,138.995193,825.292725,763.529846,269.334839,474.808044,890.829895,252.683075,68.919571,915.240417,271.133545,22.851519,742.461731,289.483002,24.258118,693.818604,244.113708,18.648935,778.841492,203.836716,16.996754,896.477722,338.655945,19.174692,884.460388,493.248779,828.121643,707.261475,407.439545,487.786438,853.317383,460.209412,83.635651,871.019104,449.885986,28.787031,705.167358,411.531219,33.105621,655.620483,451.460388,34.747181,738.290649,492.572266,30.483271,854.861206,382.328827,26.87924
947,0.0,763.151001,167.874817,911.322632,750.90979,457.976013,922.415405,978.958862,325.565155,823.611755,888.50293,295.311768,1459.407227,863.792908,138.709824,825.355835,763.716858,269.114044,474.76413,890.827698,252.623795,68.887703,915.260681,271.133209,22.865322,742.629028,289.392609,24.183939,693.780457,244.153,18.651583,778.833984,203.845856,16.979753,896.51239,338.597473,19.207008,884.499695,492.914032,827.895996,707.684937,407.748718,487.329987,853.738586,460.571625,83.294899,871.419189,450.385895,28.636803,705.671448,411.842407,32.381676,656.06842,451.860596,33.485371,738.78479,492.959961,29.534857,855.444397,382.754883,26.648823
948,0.0,762.694397,167.837189,911.309875,750.808044,458.072784,922.034424,978.801758,325.074341,823.464783,888.790649,295.264984,1459.078491,863.295898,138.378006,825.440002,763.888977,268.922516,474.736023,890.87146,252.607437,68.878967,915.265747,271.116089,22.827097,742.617371,289.383972,24.147665,693.799744,244.125977,18.666004,778.849487,203.801453,16.991764,896.50531,338.59848,19.21014,884.542053,492.539917,827.578308,708.006409,407.988373,486.898926,854.043335,460.927917,82.895729,871.88385,450.787933,28.314453,706.114014,412.100098,31.459019,656.504517,452.155701,31.94961,739.153442,493.27002,28.395943,855.989319,383.16687,26.429258
949,0.0,762.162598,167.814941,911.341248,750.738159,458.148895,921.628113,978.621643,324.521729,823.367126,889.311584,295.228485,1458.874268,862.717285,138.084244,825.458252,764.604919,268.855438,474.604156,890.869934,252.541397,68.802444,915.296509,271.080444,22.809828,742.52417,289.463257,24.295057,693.841614,244.177811,18.604221,778.875183,203.826447,16.975969,896.524414,338.563904,19.161781,884.595825,492.223083,827.378357,708.786194,408.490784,486.409393,854.288147,461.236633,82.373253,872.217651,451.041626,27.907141,706.43457,412.384583,30.261015,656.760986,452.355988,30.094339,739.268494,493.65802,27.21142,856.372192,383.465607,26.249676
950,0.0,761.519348,167.8517,911.3255,750.615417,458.251404,921.182922,978.380371,324.048004,823.258728,889.631226,295.470917,1458.578369,862.197937,137.735001,825.502991,764.760559,268.798523,474.518799,890.890686,252.505951,68.746361,915.292664,271.062012,22.726147,742.526611,289.509796,24.292917,693.841736,244.179886,18.614557,778.902466,203.795258,16.971138,896.530701,338.565552,19.185936,884.720337,491.88327,827.112427,709.471558,408.920685,485.933319,854.434753,461.737396,82.040962,872.283875,451.302948,27.454592,706.652466,412.450104,29.249004,656.744751,452.489075,28.321358,739.137817,493.980408,26.011757,856.546448,383.723236,26.059118
951,0.0,760.900024,167.923462,911.352112,750.483887,458.403229,920.750854,978.15686,323.556763,823.235901,889.890991,295.737823,1458.439453,861.627319,137.452118,825.52948,764.949341,268.713562,474.512726,890.925171,252.441498,68.745789,915.299866,271.045532,22.733656,742.516052,289.433655,24.3099,693.861084,244.165558,18.586735,778.863892,203.830673,16.960833,896.481262,339.101196,19.413982,884.827026,491.530334,826.814026,710.171082,409.379578,485.434052,854.268616,461.922516,81.517296,872.203369,451.510437,26.969744,706.433655,412.480896,28.627222,656.348816,452.569946,26.523159,738.702148,494.34726,25.056446,856.415833,383.922729,25.774258
952,0.0,760.317688,168.015747,911.352356,750.354065,458.648987,920.361877,977.914124,323.106079,823.149414,889.840271,296.223297,1458.219849,860.920166,137.276337,825.645813,765.223633,268.695679,474.379883,890.949829,252.392593,68.720436,915.317444,270.982483,22.750172,742.540039,289.454712,24.310749,693.852478,244.191269,18.593431,778.807129,203.808411,16.967579,896.683594,339.071686,19.765991,884.93219,491.235535,826.603088,710.992737,409.829529,484.937531,853.965027,462.049286,80.926323,871.900269,451.67395,26.533466,706.009155,412.687805,28.045835,655.826294,453.091187,24.859125,738.179443,494.921478,24.270342,856.104614,384.018799,25.421255
953,0.0,759.72113,168.17067,911.317444,750.180786,458.830505,919.95874,977.639954,322.702209,823.018127,890.17218,296.276215,1457.940186,860.271484,137.144257,825.690125,765.153137,268.647583,474.291748,890.97345,252.316299,68.739716,915.319641,270.95105,22.742388,742.509216,289.439423,24.30912,693.859253,244.178268,18.645269,778.835999,203.816345,16.978485,896.624817,339.04599,19.719872,884.978882,490.953613,826.35376,711.779907,410.20752,484.449493,853.507202,462.027985,80.404663,871.529907,451.63559,26.207184,705.323975,413.121735,27.661829,655.199158,454.077698,23.01952,737.995911,495.609375,23.008545,855.571777,384.001709,25.082088
954,0.0,759.067627,168.348373,911.389954,749.963013,459.0578,919.586548,977.30072,322.243317,823.02655,890.055298,296.495667,1457.453125,859.654358,136.913712,825.730164,765.401611,268.617737,474.213318,890.98114,252.28775,68.701263,915.334778,270.947021,22.726496,742.548828,289.458038,24.358555,693.835388,244.21666,18.624413,778.842896,203.795273,16.887701,896.620361,339.010773,19.820765,884.981873,490.729248,826.157837,712.553162,410.616241,484.112122,853.190918,462.027832,79.982704,871.194641,451.516998,25.909407,704.671448,413.751343,27.478092,654.647949,455.274078,21.307032,737.586304,496.571411,22.100904,854.954956,383.908356,24.639687
955,0.0,758.474976,168.514496,911.382385,749.739014,459.27829,919.20166,977.00592,321.923157,823.016113,890.132263,296.945953,1457.31189,858.967163,136.739914,825.824524,765.767395,268.716431,474.15921,891.034241,252.205994,68.681465,915.34668,270.886353,22.719437,742.61676,289.475769,24.316927,693.822021,244.272247,18.637072,778.859558,203.774017,16.930733,896.237244,338.982239,20.428169,884.960449,490.572083,825.933655,713.268494,410.96759,483.736938,852.884766,461.932983,79.494698,870.89209,451.225677,25.581177,704.232544,414.154449,27.36455,654.058105,455.766541,20.828615,737.405762,497.456543,21.455574,854.431824,383.744049,24.157013
956,0.0,757.85791,168.730927,911.366638,749.502808,459.560852,918.888367,976.730042,321.659515,822.994995,890.278992,297.296783,1457.039185,858.311584,136.63501,825.882568,766.074524,268.829529,474.084656,891.005249,252.224533,68.617096,915.360474,270.862,22.68189,742.622742,289.411957,24.276518,693.852173,244.24733,18.592617,778.871765,203.744263,16.937868,896.529297,339.044556,19.867773,884.932251,490.53476,825.78302,713.936707,411.422791,483.44101,852.740295,461.694916,79.050049,870.774902,450.970306,25.366558,703.842224,414.108307,27.257965,653.535034,455.821899,20.627579,737.053345,498.072296,21.357475,854.051392,383.599854,23.672781
