Frame,SubFrame,LASI_X,LASI_Y,LASI_Z,RASI_X,RASI_Y,RASI_Z,LPSI_X,LPSI_Y,LPSI_Z,RPSI_X,RPSI_Y,RPSI_Z,LTHI_X,LTHI_Y,LTHI_Z,LKNE_X,LKNE_Y,LKNE_Z,LANK_X,LANK_Y,LANK_Z,LHEE_X,LHEE_Y,LHEE_Z,LP1M_X,LP1M_Y,LP1M_Z,LTOE_X,LTOE_Y,LTOE_Z,LD5M_X,LD5M_Y,LD5M_Z,LLCA_X,LLCA_Y,LLCA_Z,RTHI_X,RTHI_Y,RTHI_Z,RKNE_X,RKNE_Y,RKNE_Z,RANK_X,RANK_Y,RANK_Z,RHEE_X,RHEE_Y,RHEE_Z,RP1M_X,RP1M_Y,RP1M_Z,RTOE_X,RTOE_Y,RTOE_Z,RD5M_X,RD5M_Y,RD5M_Z,RLCA_X,RLCA_Y,RLCA_Z
2849,0.0,729.520569,248.024521,900.371277,727.788879,538.330383,908.297058,942.829224,402.691467,797.564087,775.829346,396.500732,1455.700195,826.79248,217.413452,811.580505,711.198853,362.893555,459.320618,918.19519,325.155975,76.954277,950.324219,339.542572,34.007385,782.704163,378.534729,23.222664,728.61731,344.101196,17.509338,807.954834,288.633209,16.374775,939.975586,408.374786,27.769505,849.155701,570.577087,800.377808,570.991272,491.711029,512.328857,850.333496,523.849792,150.960846,883.35022,511.546204,104.975006,725.032166,477.681519,59.303165,678.429565,515.427734,50.906178,759.013428,556.679993,64.810356,864.526611,444.859833,98.282501
2850,0.0,731.548401,248.132065,901.272339,727.26239,538.260315,909.823669,943.790405,404.938202,799.141235,776.001282,396.903412,1456.865723,829.642212,218.509155,812.962891,715.906921,362.249573,459.664886,924.508362,324.761475,78.316422,956.579224,339.241699,35.552975,789.369263,378.480988,23.610453,735.364258,343.962128,17.547424,814.506287,288.79245,16.411724,946.0380250000001,408.361633,29.193351,848.478821,571.963745,802.005615,571.820313,490.508728,514.105103,834.749146,527.052429,142.392715,865.63623,515.183777,94.591599,705.717712,477.425262,57.890743,657.994263,514.108032,52.07835,738.374329,557.148315,61.11351,847.928345,448.11908,89.888046
2851,0.0,733.475891,248.327698,902.153992,726.605713,538.317932,911.16748,944.770081,407.16275,800.695374,776.103577,397.38739,1457.934814,832.402283,219.626343,814.294373,720.360535,361.723938,460.118774,930.538086,324.743744,79.668144,962.900513,339.206116,37.161694,795.957703,378.138458,23.681919,742.384521,343.794617,17.292513,821.084595,288.789093,16.589708,952.100464,408.34848,30.617197,847.867615,573.318298,803.566467,573.35144,489.419586,515.30835,818.962158,530.239014,135.133972,848.120239,518.408936,84.777657,687.255981,476.8974,56.610428,638.616211,512.642883,53.356022,718.537109,557.497131,57.688053,831.766907,450.964081,81.290771
2852,0.0,735.312073,248.510193,903.184204,725.799927,538.56842,912.264771,945.729675,409.257965,802.252319,776.361206,397.932831,1458.93811,834.998779,220.743881,815.700562,724.416809,361.147339,460.59671,936.556946,324.602661,81.22142,969.135254,339.169861,38.75,802.064941,378.088104,23.749432,748.704163,343.811493,17.358313,827.558105,288.764496,16.619553,958.114502,408.458984,32.233761,847.274902,574.58374,804.957825,575.559937,488.1716,515.851074,804.369385,532.703979,127.427132,831.323486,521.227051,75.750778,669.980103,476.558197,55.563087,620.731689,511.378601,54.70224,699.845337,557.696533,54.673687,815.095581,453.107056,73.48661
2853,0.0,736.958923,248.794601,904.15564,724.7771,538.756653,913.348694,946.883728,411.343262,803.770508,776.578796,398.611267,1459.703003,837.143738,221.925049,817.069092,728.177368,360.58667,461.080353,942.481018,324.697388,82.605072,975.119324,339.224396,40.407619,808.197937,377.90567,23.895386,754.934814,343.591888,17.608305,833.966614,288.874542,16.632151,964.143127,408.379333,34.207264,846.551147,575.722839,806.324829,578.267639,487.053192,516.032227,790.615662,534.645996,120.449715,815.413513,523.595581,67.865196,654.039734,476.256012,54.633938,604.53064,510.502991,55.963692,682.638184,557.890503,52.027691,800.159424,455.194946,66.483513
2854,0.0,738.387512,249.250519,904.96991,723.893372,539.121643,914.343506,947.046814,413.158325,804.863403,776.937256,399.320984,1460.435059,839.077454,223.084686,818.199463,731.721558,360.016174,461.375977,948.449097,324.565186,84.111557,981.314819,339.271698,42.078503,814.411133,377.782837,24.146605,761.195679,343.595428,17.532732,840.465088,288.975311,16.665007,970.105896,408.165466,36.030563,845.892395,576.772949,807.496887,581.241028,485.948944,515.659851,778.198364,536.301331,114.60585,801.004089,525.265625,60.795593,639.812073,475.969452,53.609451,590.206238,509.892517,56.670502,667.416138,557.857056,49.500481,786.65155,456.669617,60.401199
2855,0.0,739.515442,249.833511,905.651978,722.956482,539.50592,915.075989,947.386719,415.106537,805.994141,777.388428,400.092194,1461.097168,840.748352,224.19873,819.205505,734.814575,359.499878,461.533905,954.281677,324.454987,85.482803,987.227417,339.273041,43.721279,820.641296,377.38147,23.999208,767.65509,343.473602,17.553911,846.746216,289.000824,16.775961,976.125183,408.318207,37.930702,845.050781,577.71228,808.537964,584.315491,485.008087,514.93866,767.230225,537.273987,109.340729,788.572021,526.360596,55.011299,627.816528,475.499542,52.035515,578.071838,509.135315,56.460224,654.395386,557.561462,46.937473,774.766479,457.661652,55.419487
2856,0.0,740.414368,250.475647,906.096558,722.398193,540.144226,915.363647,947.408142,416.828278,806.92395,777.991272,400.939819,1461.471802,841.980469,225.438705,820.041504,737.691833,359.165039,461.4104,959.851868,324.288574,86.844467,993.091553,339.137085,45.362293,827.117249,377.762939,24.294268,773.9646,343.427338,17.541828,853.039307,288.922119,16.964926,981.957214,408.065674,39.43998,844.15918,578.557617,809.372375,587.375977,484.051727,513.986511,758.185852,537.865051,104.865738,778.175781,527.174561,50.430546,617.758362,474.799194,50.778572,568.153259,508.377563,56.258339,643.638306,556.83905,44.372955,764.834656,458.075012,51.266579
2857,0.0,740.958069,251.347458,906.50177,721.711121,540.69574,915.544739,947.377991,418.515656,807.538818,778.629089,402.051086,1461.759888,842.812744,226.676193,820.618469,740.32959,358.847412,461.117188,965.387512,324.045959,88.179131,998.915405,338.921448,46.781796,833.096924,377.739532,24.44178,780.070435,343.336151,17.575542,859.156982,289.114075,16.895275,987.517212,407.878235,40.871487,843.232483,579.363403,809.899597,590.409607,483.017334,512.838623,751.14502,537.7854,101.115486,769.668152,526.764648,46.433128,610.109619,473.51532,49.106216,560.601074,507.041168,55.191456,635.238831,555.906677,41.725914,757.258728,457.984558,48.057121
2858,0.0,741.350037,252.235352,906.737061,720.103333,541.530273,915.950623,947.420227,420.23291,807.720398,779.490479,403.232574,1461.715698,843.475525,227.836914,821.041321,742.635254,358.771454,460.670685,970.715332,323.730255,89.447853,1004.523865,338.623901,48.239414,839.036438,377.627106,24.525307,786.114929,343.304657,17.623808,865.140381,289.054016,16.951582,993.317871,407.495789,42.5228,842.151917,580.173035,810.103271,593.201172,482.241943,511.541138,745.824097,538.339172,98.458984,764.00415,526.299988,43.296158,604.983948,472.059143,46.450985,555.30658,505.240021,52.633961,629.393005,554.388855,38.422104,751.976257,457.328979,45.555851
2859,0.0,741.47644,253.2034,906.858398,718.90686,542.556519,915.907043,946.85498,421.804413,807.661804,780.401978,404.704987,1461.577026,843.622986,229.014801,821.26001,744.648987,358.785583,460.17569,975.973572,323.375244,90.514786,1010.22876,338.275269,49.77364,844.927368,377.455719,24.662664,792.047363,343.287018,17.62018,870.976135,288.912476,16.947422,999.085327,407.569366,43.78146,841.217957,581.064331,809.904114,595.779297,481.636169,509.969727,742.708191,537.327209,95.639168,760.750793,525.294312,40.709499,602.05542,469.80722,42.995804,552.154663,502.839325,48.302071,625.9552,552.378235,34.328751,749.338989,456.382721,43.712116
2860,0.0,741.368896,254.360046,906.848816,717.718445,543.766724,915.432617,946.492981,423.342834,807.164246,781.464844,406.211426,1461.210083,843.62146,230.167709,821.373047,746.395386,358.939301,459.453461,981.2547,322.980194,91.776833,1015.917542,337.919525,51.208279,850.830566,377.186493,24.741983,798.101074,343.175812,17.768969,876.862854,288.890076,17.093195,1004.414551,406.962494,45.090553,840.299316,581.925476,809.355042,598.201599,481.276276,508.012939,741.482361,536.137329,92.876366,759.691589,523.87439,38.31601,601.496033,467.145874,38.807037,551.237732,499.941711,42.403572,624.844604,549.715576,29.356836,748.586426,454.857147,42.313602
2861,0.0,741.105042,255.638809,906.64093,716.515869,545.179993,914.806824,946.092041,424.81839,806.422302,782.534607,407.768921,1460.735352,843.368469,231.352158,821.219604,747.730774,359.12146,458.587311,986.507813,322.536957,93.005753,1021.361084,337.498566,52.653942,856.796021,377.21991,24.735048,804.049316,343.240875,17.714993,882.611206,288.769623,17.046619,1010.089417,406.902435,46.328091,839.297791,582.797607,808.527832,600.473389,481.414063,505.873383,741.83606,535.249023,90.905205,760.779907,522.195313,36.257305,603.06012,464.006744,33.731525,552.023987,496.412476,35.757553,625.743164,546.623779,24.345123,750.137695,453.261108,41.152836
2862,0.0,740.652283,256.945709,906.313477,715.218933,546.852783,913.913147,945.65509,426.177826,805.388916,783.73645,409.455994,1460.036133,843.024231,232.408005,820.915527,749.228638,359.551239,457.39856,991.778137,322.034698,94.254303,1026.80957,336.969482,54.191093,862.757019,376.736725,24.459414,810.018555,343.217468,17.669418,888.394226,288.688446,17.090652,1015.866638,405.996704,48.133545,838.388245,583.632874,807.4776,602.696533,481.808716,503.260956,744.3974,533.206909,88.485245,763.863403,520.548828,34.440758,606.757507,460.44928,28.949625,554.490051,492.469147,29.144558,627.218689,545.53656,23.380814,753.075867,451.131134,39.531994
2863,0.0,739.925293,258.514465,905.869263,713.881348,548.565308,912.770447,945.027954,427.42038,804.137207,784.892151,411.288818,1459.269165,842.381165,233.593521,820.4729,749.483032,359.418579,456.20816,996.49762,321.401245,95.511749,1032.117188,336.519104,55.589951,868.384766,376.617554,24.607983,815.964844,343.179291,17.684734,893.963013,288.506744,16.989885,1021.306519,405.751434,49.66214,837.560303,584.489868,806.141479,604.750122,482.634216,500.302673,749.451599,531.212891,86.453918,769.07782,518.522156,33.166252,610.73468,460.847412,28.446688,557.596497,492.923523,26.266638,632.515869,546.51355,21.757166,758.621765,449.205994,36.771332
2864,0.0,739.11377,260.111633,905.110352,712.416138,550.301147,911.389771,944.395996,428.569,802.832825,786.165405,413.162262,1458.372925,841.569702,234.768875,819.812683,749.792786,359.447784,454.665283,1000.900269,321.152252,96.472893,1037.157715,335.812744,57.113342,873.938965,376.48233,24.769754,821.745239,342.728943,17.828604,899.309753,288.254608,17.077446,1026.263916,405.096497,50.866047,836.769287,585.249023,804.616272,606.809265,483.618591,496.787323,756.751587,528.650085,84.436073,775.814392,516.47229,31.076826,615.630066,462.865601,28.409899,563.117493,497.449585,23.096685,639.547974,549.255249,20.028763,763.958008,447.43045,35.121822
2865,0.0,738.200562,261.826569,904.241028,710.923645,552.118164,909.840454,943.825867,429.70047,801.567261,787.395752,415.00531,1457.398926,840.725281,235.908295,819.014343,749.641479,359.451752,452.950256,1005.685425,320.605164,97.701721,1042.151733,335.238464,58.630684,879.363037,376.176208,24.825193,827.217468,342.990631,17.826466,904.348999,288.330719,17.283119,1031.323486,404.567017,52.479595,836.035217,586.003662,803.021912,609.42688,484.385468,492.620361,763.567444,527.262329,82.677856,782.089294,515.154907,29.218798,620.919006,463.645905,28.201437,568.076172,499.177551,20.581305,646.166809,550.793945,18.914217,769.55835,446.161896,32.888939
2866,0.0,737.281189,263.492645,903.324768,709.361389,554.016663,908.086792,943.11676,430.785309,800.256897,788.578552,417.053436,1456.425537,839.801819,237.172791,818.113525,748.438354,358.754578,451.33139,1010.007141,320.247864,99.084908,1047.243164,334.681671,60.308159,884.855347,376.052094,25.01074,832.823059,343.02948,17.808556,910.092896,288.397919,17.116356,1035.348755,402.67569,53.523067,835.304993,586.858704,801.388,612.639099,485.43396,488.693176,769.411316,525.98877,80.535599,787.626038,513.93573,27.069942,626.159363,462.151215,26.935345,572.562561,497.232849,20.083071,651.289124,550.216736,18.618448,775.53479,445.16745,29.853371
2867,0.0,736.420532,265.251434,902.364685,707.833313,555.797607,906.311646,942.479492,431.84494,798.833374,789.692932,419.153717,1455.493774,838.897095,238.451996,817.12677,747.797729,359.118011,449.149261,1014.402161,319.630646,100.49408,1051.934814,334.109802,62.307121,890.273193,375.780151,25.146519,838.437866,342.968201,17.876942,915.504456,288.323608,17.115984,1040.872925,403.186676,56.170074,834.536316,587.822571,799.906982,616.845154,486.696045,484.803467,774.533203,524.994019,78.225677,792.880554,512.98822,25.249235,630.786255,461.440125,26.34108,576.849304,496.819824,19.411873,656.295898,550.392151,18.431835,780.423584,444.334839,27.291264
2868,0.0,735.703979,266.797516,901.369812,706.513184,557.490906,904.813843,941.426147,432.945465,797.755188,790.858215,421.303192,1454.590576,838.060425,239.845947,816.133667,746.34314,359.105591,447.270111,1018.41571,319.098267,102.270264,1056.364136,333.492859,64.709511,895.421936,375.516357,25.134485,843.895752,342.90387,17.990582,920.51825,288.165344,17.393471,1045.243652,402.446136,58.573025,833.887573,588.977783,798.739197,621.267944,487.956573,481.40863,779.706482,524.22229,76.079811,798.374207,512.277405,23.432997,635.405334,461.37265,26.121363,581.36377,497.117462,19.008871,661.334656,551.111755,18.326355,785.838806,443.37915,24.428371
2869,0.0,734.915161,268.412933,900.49408,705.223389,559.220032,903.551758,940.715576,434.24054,796.900757,791.833435,423.325989,1453.825806,837.286621,241.335571,815.171326,743.290649,358.732544,445.622131,1021.938232,318.473389,104.176041,1060.315552,332.939301,67.301468,900.294861,375.449524,25.520206,849.122864,342.878357,17.942873,925.292603,288.086639,17.55319,1049.512329,402.130188,61.327824,833.321533,590.295044,797.879944,625.264465,488.898224,478.551056,784.727356,523.799744,74.36441,803.879639,512.137451,22.191711,640.429749,460.614716,25.581734,586.275513,496.426514,18.673454,666.410645,551.014771,18.289141,791.568359,443.173157,22.921143
2870,0.0,734.312683,270.165466,899.730591,704.312805,560.821289,902.805664,940.04071,435.709717,796.210022,792.694153,425.388733,1453.323486,836.449951,243.042633,814.187317,739.608643,358.594116,443.742615,1024.701172,317.919281,106.993866,1064.005737,332.405487,70.605438,904.985962,375.104492,25.550449,854.274109,342.759155,17.883488,929.736694,288.061432,17.980448,1052.549805,401.305237,64.387489,832.947815,591.650879,797.361938,628.620056,488.913971,476.378143,789.442749,523.862854,73.582916,809.074524,512.399475,21.58025,645.616333,460.41687,25.161886,591.139893,496.069641,18.671192,671.500244,551.11908,18.173243,797.256042,443.233795,22.399731
2871,0.0,733.834045,271.905579,898.965698,703.653381,562.592041,902.595215,939.289001,437.047363,795.556396,793.418457,427.50415,1453.171143,835.534058,244.6754,813.171265,735.017456,358.591797,442.05777,1027.587646,316.701599,110.183891,1066.970947,331.889801,74.757751,909.528503,374.805664,25.892025,859.411987,342.640778,18.1122,934.736816,288.032654,17.793732,1055.876953,401.221771,68.713356,832.624329,593.226013,797.45636,631.587402,487.879364,475.334961,793.90332,523.987854,73.58696,814.046692,512.648132,21.347466,650.495178,460.319305,24.982517,595.922607,495.808746,18.559731,676.304871,551.144348,18.131617,802.054016,443.458954,22.331511
2872,0.0,733.548035,273.634949,898.518616,703.451416,564.278687,902.896057,938.936523,438.579926,795.382751,793.997498,429.494171,1453.266479,834.65686,246.296265,812.243225,729.563965,358.569489,440.712158,1029.457397,316.25061,114.000412,1069.419922,331.470947,79.382011,914.023376,374.591583,26.02355,864.641663,342.431122,18.235876,939.571533,288.461456,17.944532,1058.349487,400.74939,73.748314,832.714233,594.879578,798.125183,634.740112,486.650482,475.631073,798.411804,524.148987,73.749214,818.918091,512.730713,21.287542,655.265198,460.048431,24.837721,600.426331,495.84201,18.715998,681.20929,551.122742,18.181431,807.049622,443.580597,22.342171
2873,0.0,733.408081,275.363403,898.411438,703.491821,566.067078,903.603149,938.964661,440.25238,795.821045,794.462158,431.497406,1453.404175,833.912476,247.92865,811.3797,723.21582,358.300873,439.916656,1030.437134,315.680695,118.372192,1071.648926,331.268066,85.099869,918.249695,374.668793,26.322493,869.823608,342.275818,18.218296,943.839294,288.937592,18.456289,1059.695923,400.084869,79.228851,832.843262,596.658386,799.104858,638.214294,485.820129,476.651276,802.993774,524.178345,73.819824,823.888428,512.981323,21.481043,660.242554,460.046936,24.844692,605.444275,495.615082,18.46777,686.036621,551.123718,18.124683,812.029663,443.754333,22.657322
2874,0.0,733.587158,277.116028,898.507019,703.280884,567.773438,904.131592,939.419128,441.844879,796.061218,794.795715,433.450836,1453.763672,833.369568,249.473618,810.528259,715.981018,357.722351,439.770386,1030.693115,315.416077,123.408226,1072.473145,331.187469,91.1418,922.180115,374.749298,26.791309,875.012817,341.902069,18.319271,948.009949,289.317596,19.222933,1060.596802,400.304474,85.621773,833.075195,598.450134,800.23822,641.97876,485.827911,477.270721,807.899963,524.836792,73.882492,828.846313,513.220764,21.21179,665.392029,460.050568,24.64258,610.361328,495.508667,18.511536,690.990662,551.323486,18.142475,816.92157,443.946259,22.78116
2875,0.0,734.009399,278.805573,898.723938,702.79541,569.373657,904.763184,940.104126,443.416931,796.611816,795.180359,435.369385,1454.046631,832.868713,250.95343,809.844055,708.160828,356.896149,439.871552,1029.872559,315.249664,128.706345,1072.883423,331.324493,97.996323,925.805359,374.775818,27.226242,880.167358,341.464233,18.399315,951.522095,289.538361,20.339855,1060.395264,400.520569,92.268951,833.470764,600.137512,801.31427,646.18335,486.751923,476.773895,812.786133,525.226929,73.514458,833.832886,513.797607,21.008387,670.288208,460.22879,24.700029,615.430481,495.558472,18.359259,696.172607,551.442566,17.713484,821.781799,444.064667,22.931868
2876,0.0,734.809448,280.413574,899.07428,703.839966,570.648438,905.327209,940.58606,444.981659,796.896057,795.582947,437.22113,1454.230469,832.588196,252.511414,809.202026,700.217651,355.904236,440.24939,1027.770996,315.105652,133.475098,1071.95105,331.624939,104.561356,929.286194,374.760345,27.545746,884.943054,341.023956,18.50005,954.888184,290.149292,21.677082,1059.747681,401.092834,99.801926,834.032227,601.683594,802.325256,650.06134,488.540466,475.941376,817.679199,525.753052,73.314163,838.880798,514.243286,20.680414,675.27771,460.26886,24.835344,620.459106,495.523682,18.293743,700.782104,551.788025,17.871986,826.780212,444.576538,23.509445
2877,0.0,735.696228,281.759186,899.376404,704.658752,572.432068,905.01355,940.773315,446.615967,797.854248,795.873413,438.990295,1454.4552,832.46582,254.021942,808.64209,691.760376,354.496368,441.101776,1026.006348,314.779266,139.739929,1070.991699,331.882874,112.265938,932.132629,374.772217,28.560658,889.199585,340.690063,18.559582,957.74939,290.830322,23.565973,1057.505005,400.964752,106.536774,834.650513,603.288391,803.356445,654.418823,490.556396,474.60434,822.539673,526.169495,73.136902,843.715454,514.62085,20.646214,680.201233,460.310699,24.905386,625.307251,495.58548,18.312122,705.787903,551.85675,17.639212,831.951111,445.278839,23.890076
2878,0.0,736.853271,283.092377,899.454407,704.436279,573.452576,905.378418,941.177368,448.137848,798.351807,796.185791,440.733704,1454.555908,832.723267,255.560165,808.057251,683.282471,352.95401,442.178894,1023.182129,314.804779,145.614548,1069.180786,332.170837,119.886681,934.342712,374.811096,30.184383,892.612305,340.74881,18.465103,959.833557,291.430328,26.021414,1056.009033,401.644745,114.216263,835.53302,604.977051,804.234863,658.740051,492.411011,473.540497,827.309204,526.357971,72.930618,848.391785,514.751709,20.448997,684.972656,460.294434,24.915373,630.034668,495.573517,18.284992,710.218506,552.066589,17.828041,836.440369,445.046661,23.403275
2879,0.0,738.073608,284.280548,899.362976,704.445862,574.122559,905.634277,942.1427,449.711487,798.601257,796.525696,442.266785,1454.49585,833.290649,257.023834,807.25885,674.848633,351.371521,443.346649,1020.277527,314.932617,151.808853,1067.125977,332.51535,127.735886,936.484863,374.596069,32.189198,895.097534,340.812622,18.179602,961.230896,291.713745,29.818472,1053.566895,401.710571,121.611458,836.561401,606.677979,804.965332,663.141602,494.131226,472.786377,832.022156,526.632935,72.768021,853.135193,514.784851,20.185757,689.78949,460.381989,24.734741,634.702576,495.627228,18.300539,714.994995,552.08197,17.652824,841.406006,445.326843,23.764256
2880,0.0,739.369934,285.256714,899.016174,704.817078,575.125427,905.362122,943.192505,450.91864,798.627136,796.935486,443.815491,1454.408936,833.858276,258.508057,806.4953,666.542053,349.696899,444.629608,1017.025574,315.362823,158.270248,1064.424194,333.123413,135.447205,937.3479,374.711151,35.788406,896.627136,340.720734,17.985487,962.358948,291.945313,34.581909,1051.057861,402.797272,129.818649,837.786194,608.289063,805.56012,667.475891,495.496155,472.135895,836.7547,526.772827,72.626251,857.889648,514.788513,19.928635,694.51709,460.500793,24.807644,639.309326,495.589386,18.512529,719.957458,552.093262,17.384756,846.062683,445.422241,23.77618
2881,0.0,740.438232,286.331512,898.819214,705.611206,576.317688,905.007141,943.561951,451.930847,798.466858,797.184021,445.296783,1454.312622,834.513489,259.795563,805.680786,658.444092,348.07254,446.119293,1013.442139,315.98703,164.604111,1061.496216,333.970795,143.120148,937.550659,373.800537,39.281769,897.71106,340.428101,17.596275,962.807434,291.809601,39.680565,1047.698975,403.420807,137.141693,839.197266,609.682373,805.9953,671.808594,497.047516,471.65625,841.404236,527.146851,72.580315,862.555847,514.891541,19.878723,699.058167,460.481171,24.811209,644.088989,495.631958,18.240587,724.334106,552.272766,17.542734,850.771606,445.538269,23.87649
2882,0.0,741.385925,287.573517,898.503418,707.090027,578.039795,904.547485,943.255188,452.556213,798.093994,797.63446,446.733185,1454.212891,834.751709,260.850891,805.118652,650.912964,345.63504,447.454376,1009.665222,316.667206,170.99202,1058.099487,334.966553,150.575821,936.537659,373.508148,43.354717,897.835754,339.76297,17.288198,962.383301,291.984253,45.003719,1044.541138,404.647949,144.361481,840.946716,610.992249,806.350708,675.967773,498.568634,471.068665,845.940308,527.257202,72.458122,867.205627,515.023254,19.965055,703.758728,460.416901,24.823696,648.672363,495.714325,18.256411,729.123108,552.30896,17.273535,855.365234,445.615021,23.97003
2883,0.0,742.229431,288.980316,898.388611,708.232361,579.396729,904.485779,942.649048,452.920959,797.427246,798.015503,447.911774,1454.094604,834.723145,261.632782,804.788757,643.269714,345.327362,450.31723,1005.397217,317.558258,176.89772,1054.220825,336.012848,157.240845,934.836975,373.058441,46.788883,897.040344,338.492065,17.141001,960.94574,291.972382,50.306854,1040.675537,405.016022,150.743408,842.857971,612.165527,806.557556,679.984863,500.101318,470.639496,850.481445,527.317017,72.370125,871.658386,514.996704,19.911472,708.225891,460.611084,24.901052,653.210022,495.85141,18.246647,733.520752,552.499573,17.476835,859.671204,445.396088,23.767361
2884,0.0,742.849487,290.370392,898.356079,709.482117,580.795044,904.553955,942.263916,453.285156,796.382446,798.329468,449.024658,1454.069214,834.434082,262.261658,804.672058,636.216431,344.599762,453.267944,1000.855103,318.608856,182.203659,1050.275635,337.262939,163.468307,931.711121,372.229065,50.817085,895.044556,336.386993,19.386269,958.266907,291.164124,55.490173,1036.054443,405.934692,156.307388,844.72644,613.038757,806.755432,683.954712,501.4646,470.362061,854.962891,527.483887,72.473999,876.134033,514.957458,19.831322,712.868408,460.672363,24.867157,657.529602,495.568085,18.547649,738.074219,552.522217,17.448864,864.422485,445.78183,24.353418
2885,0.0,743.377319,291.863739,898.678467,711.009155,582.357849,904.511963,942.398804,453.346741,795.436707,798.695313,450.018341,1454.029297,833.893799,262.636169,804.833557,629.593384,344.351685,456.673065,996.168945,319.754578,186.86171,1045.329102,338.770782,168.072861,925.771667,370.434296,54.645336,890.218079,334.538635,24.090864,953.06427,290.105957,61.607819,1030.441284,407.295593,159.830551,846.779602,613.718872,806.90155,687.707153,502.529907,470.064636,859.453491,527.568787,72.586548,880.638916,514.972656,19.989183,717.47821,460.681671,24.672874,662.167419,495.590424,18.369461,742.576111,552.515564,17.37112,868.892639,445.787323,24.504042
2886,0.0,743.813354,293.347443,899.228638,712.547668,583.914368,904.521301,942.82843,453.075806,794.64032,798.990845,450.851593,1453.957153,833.308167,262.859772,805.211731,623.27417,343.711426,460.051514,990.667297,321.106995,190.796677,1039.813843,340.315979,171.568802,919.180847,368.964447,58.633575,883.808228,332.302612,28.271935,946.988953,289.024048,67.014557,1024.427368,408.881226,162.189026,848.828003,614.263733,807.063354,691.327515,503.305542,469.750824,863.807129,527.594666,72.540962,885.02301,515.055542,20.18759,721.74408,460.658417,24.926064,666.461792,495.689453,18.426765,746.943848,552.517456,17.3016,873.244385,445.801086,24.65848
2887,0.0,744.497803,294.763275,899.918579,714.166016,585.406067,904.358093,943.153137,452.643707,794.330444,799.407532,451.526001,1454.001953,832.752197,263.014832,805.766296,617.164001,343.136322,463.690338,984.628967,322.107269,193.866364,1033.662842,341.678314,174.13063,911.401245,367.124878,62.140259,876.413269,329.988007,32.119606,939.957214,287.756287,71.590553,1018.032104,409.764038,163.969299,850.924438,614.623169,807.094971,694.786255,503.883301,469.39447,868.078125,527.633667,72.7714,889.579712,515.012756,20.193241,726.060181,460.53186,24.849625,670.835449,495.638336,18.377851,751.343872,552.539124,17.299572,877.516418,445.819916,24.737354
2888,0.0,745.099731,296.062347,900.855896,715.771606,586.713562,904.140381,943.53363,452.21701,794.357056,800.025879,451.995087,1453.925049,832.431335,263.133789,806.449829,611.5448,342.562897,467.331268,978.433167,323.001343,196.098633,1027.086914,342.779419,175.683334,903.054871,365.731018,64.862396,868.044617,327.896729,35.542999,932.371155,286.640869,75.191902,1010.863525,410.514862,164.589584,852.924072,614.956604,807.137329,698.036133,504.205475,468.920624,872.178406,527.523376,72.837624,893.734009,514.888672,20.348522,730.274658,460.579437,24.674122,674.963013,495.658325,18.388926,755.490234,552.57605,17.398495,882.833069,446.434662,24.846651
2889,0.0,745.796631,297.230652,901.759766,717.381714,587.919434,903.968689,944.05719,451.815216,794.566833,800.175415,452.84967,1454.164673,832.3302,263.262573,807.264465,606.219177,342.143768,471.06488,971.501465,323.62381,197.250732,1019.981018,343.343079,176.164642,894.085327,364.519501,67.029297,858.937866,326.339233,38.382767,923.728149,285.827606,77.76973,1003.424622,410.926727,164.702682,854.837891,615.281982,807.202637,701.208313,504.281982,468.509186,876.201843,527.383728,72.948242,897.842407,514.613159,20.46081,734.423035,460.540466,24.602518,679.024536,495.722473,18.395393,759.648499,552.493652,17.477074,886.648987,445.467163,24.592424
2890,0.0,746.629456,298.203491,902.655457,718.893555,588.893188,903.725769,944.63623,451.376373,794.780334,800.640076,453.436676,1454.193604,832.400146,263.393677,807.9823,601.230103,341.410248,474.68396,964.168152,323.863586,197.486588,1012.360352,343.636292,175.680725,884.410706,363.02243,68.322769,848.715393,325.044342,40.679382,914.391052,285.028259,79.478951,995.23999,411.161285,163.501892,856.599854,615.648804,807.162903,704.311401,504.290894,468.17807,880.116516,527.193665,73.106773,901.938293,514.447754,20.845579,738.442993,460.514923,24.498575,683.081421,495.663422,18.25037,763.864563,552.35321,17.353336,890.671875,445.392609,24.214546
2891,0.0,747.603271,298.985291,903.38324,720.297424,589.695496,903.477295,945.359253,450.900818,794.993347,801.097473,453.981445,1454.274658,832.523071,263.43811,808.804749,596.320923,341.967773,478.768433,956.302979,323.761658,196.662186,1004.222656,343.506561,174.074722,874.05011,362.0271,69.110016,837.915833,323.902802,42.304726,904.446777,284.381042,79.974113,986.703369,410.874054,161.741287,858.407166,616.028809,807.059143,707.368347,504.250397,467.9039,883.945984,527.020935,73.19664,905.858704,514.293335,20.942032,741.965759,460.36734,24.978012,687.217529,495.782471,18.020464,767.804688,552.268677,17.450447,894.75177,445.02774,24.117313
